,Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
0,TESTANMA_0001.LAB,6/3/2020,12:11:55.000,393.405575,472.520020,44.301453,32.757955,36.328320,2.001414,38.445373,39.474068,0.749233,0.635804,0.537037,0.147050,0.366452,0.231087,0.180092,-2.726261,-1.707060,2.776954,-8.474989,-1.378783,5.964091,3.062381,3.696265,0.359150,2.127567,2.123168,1.008325,5.731729,5.957751,0.142479,5.936690,6.080556,0.112907,155.837976,180.240677,13.689180,0.017165,0.017953,0.000648,-2.567396,-0.785457,1.644357,14.411909,17.818924,2.228603,2.125771,3.316666,0.688565,3.590677,3.495797,0.158100,1.392825,4.673032,2.243384,1.001387,-0.379798,0.972536,0.917809,1.062074,0.358423,3.733879,3.727280,1.693021,0.525701,-1.307043,2.747410,0.019450,0.016179,0.009258,0.624787,0.685165,0.302458,0.290357,0.024635,0.175348,-0.701717,0.888491,1.200043,190.638992,190.600616,0.085811,0.975264,0.976156,0.000564,32.757955,36.328320,2.001414,155.837976,180.240677,13.689180,3.590677,3.495797,0.158100,0.366452,0.231087,0.180092,429.897409,512.575623,46.310249,160.761093,187.201553,14.821034,6.124160,6.314187,0.132448,405.833750,490.794678,47.556934,33.792820,37.729237,2.207453,443.478407,532.394165,49.782860,24.333223,33.753418,6.545489,20.383479,29.908045,6.660759,18.380705,30.667639,7.855583,0.635804,0.537037,0.147050,5.936615,6.080534,0.112929,22.886534,32.530029,6.335133,20.883760,33.289623,7.636748,3.556410,3.542218,0.007952,5.547615,5.568131,0.013623,89.027504,89.615234,0.391316,6.444606,6.297815,0.082059,-3.894506,-3.898022,0.001966,0.000000,0.000000,0.000000,563.388000,563.406128,0.010724,0.003711,0.002195,0.000928,NaN,NaN,NaN,1.369163,1.365484,0.002403
1,TESTANMA_0001.LAB,6/3/2020,12:11:55.200,390.911964,452.238129,54.912403,32.424952,35.383797,2.555736,37.621051,39.105202,1.117887,0.565577,0.524444,0.139770,0.402750,0.290004,0.178000,-1.365077,-1.673312,2.780609,-3.407064,-1.418602,5.980000,3.428299,3.620867,0.369949,2.181496,2.044978,0.979522,5.738488,5.900331,0.164462,5.947012,6.039650,0.117707,167.222631,176.358688,14.167208,0.017510,0.017804,0.000647,-1.038265,-0.970939,1.600972,15.974671,17.214008,2.238591,2.028941,3.008238,0.868095,3.686635,3.567353,0.143988,1.633724,3.672761,2.264737,0.517575,-0.136160,1.023335,1.222964,1.098087,0.365000,3.357844,3.771489,1.676553,0.787804,-0.572681,2.711004,0.022265,0.019855,0.006348,0.059540,0.540121,0.400693,0.277945,0.082928,0.205370,-0.231015,0.656508,1.298363,190.593848,190.591583,0.083096,0.972127,0.975336,0.001880,32.424952,35.383797,2.555736,167.222631,176.358688,14.167208,3.686635,3.567353,0.143988,0.402750,0.290004,0.178000,426.694761,491.393463,57.683292,173.218220,183.042084,15.339897,6.158219,6.266853,0.138547,404.784368,469.392242,58.551277,33.575005,36.720814,2.778317,441.834632,510.026062,61.562641,30.487303,32.474564,6.404656,26.432004,28.550476,6.506972,25.396853,28.822796,7.777774,0.565577,0.524444,0.139770,5.946940,6.039615,0.117735,28.508954,30.934448,6.089313,27.473803,31.206768,7.487761,3.556043,3.545576,0.009732,5.553173,5.562297,0.012183,89.027504,89.541298,0.469857,6.444606,6.334513,0.100501,-3.894506,-3.897143,0.002408,0.000000,0.000000,0.000000,563.392523,563.401306,0.010247,0.003264,0.002366,0.001048,NaN,NaN,NaN,1.368745,1.366656,0.002241
2,TESTANMA_0001.LAB,6/3/2020,12:11:55.400,388.471015,431.847168,56.103596,32.098983,34.342865,2.636930,36.814136,38.572487,1.473938,0.496832,0.521437,0.140269,0.438281,0.359328,0.146075,-0.032640,-0.524856,1.596949,1.553832,-1.049590,6.122196,3.786489,3.591652,0.344042,2.234286,1.850974,0.765093,5.745103,5.834558,0.141867,5.957116,6.017945,0.121656,178.366856,175.142990,13.547041,0.017847,0.017734,0.000612,0.458574,-0.563416,1.665517,17.504429,16.637533,1.449255,1.934156,2.688079,0.918978,3.780567,3.619462,0.167760,1.869535,2.922060,2.070411,0.043981,0.198442,0.598513,1.521674,1.288185,0.252000,2.989751,4.056666,1.282009,1.044371,-0.819591,2.427786,0.025020,0.022987,0.002675,-0.493769,0.369701,0.619049,0.265795,0.166381,0.167618,0.229747,0.670382,1.292092,190.549656,190.573730,0.079897,0.969057,0.973902,0.003259,32.098983,34.342865,2.636930,178.366856,175.142990,13.547041,3.780567,3.619462,0.167760,0.438281,0.359328,0.146075,423.559749,470.246674,59.662605,185.412268,181.725494,14.646177,6.191558,6.242380,0.138960,403.757149,448.043304,59.270813,33.361790,35.627022,2.816264,440.225572,487.879211,63.055435,36.511415,33.432220,6.618618,32.352791,29.450811,6.694740,32.264828,29.053930,7.879215,0.496832,0.521437,0.140269,5.957048,6.017896,0.121684,34.012635,31.506891,6.247180,33.924673,31.110006,7.439010,3.555683,3.549067,0.009567,5.558613,5.560513,0.011875,89.027504,89.379135,0.481497,6.444606,6.371211,0.100501,-3.894506,-3.896264,0.002408,0.000000,0.000000,0.000000,563.396950,563.398865,0.009288,0.002826,0.002571,0.001010,NaN,NaN,NaN,1.368335,1.367235,0.002223
3,TESTANMA_0002.LAB,6/3/2020,12:11:55.600,388.205145,410.189453,44.639229,32.383319,33.415260,2.245941,34.316179,37.551796,2.284702,0.597026,0.582839,0.054787,0.213513,0.306021,0.139492,3.146494,0.106578,2.314188,0.191920,-2.583948,3.880990,3.901362,3.613602,0.362969,2.180894,2.190260,0.042975,5.775840,5.779062,0.071932,6.020562,5.976586,0.041235,181.555627,173.955536,12.406054,0.018015,0.017855,0.000592,1.440742,-0.616448,1.577069,16.239897,16.290485,1.241776,2.288973,2.364249,0.617359,3.943399,3.739236,0.132470,-0.376288,2.177089,2.503432,-0.159873,0.285879,0.471756,1.543094,1.346394,0.274202,1.097151,3.486665,1.850434,-0.461153,0.020419,1.163934,0.043323,0.026408,0.009659,-0.811325,0.105543,0.799887,0.324495,0.212219,0.174517,-0.132468,0.192479,0.956964,190.537247,190.553375,0.071647,0.968195,0.972295,0.003766,32.383319,33.415260,2.245941,181.555627,173.955536,12.406054,3.943399,3.739236,0.132470,0.213513,0.306021,0.139492,421.685614,447.091370,48.471493,188.926334,180.534363,13.506550,6.264932,6.200813,0.063309,403.965334,425.624329,47.052124,33.698033,34.670551,2.383830,438.804900,463.911530,51.069637,38.100443,32.643616,5.471596,33.762704,28.530457,5.342787,34.082450,27.958698,6.270328,0.597026,0.582839,0.054787,6.020510,5.976528,0.041253,35.284539,30.643879,5.029007,35.604285,30.072119,5.966440,3.554823,3.552422,0.007443,5.551929,5.557961,0.012122,89.027504,89.203323,0.393141,6.444606,6.407908,0.082059,-3.894506,-3.895385,0.001966,0.000000,0.000000,0.000000,563.396877,563.396667,0.007818,0.002081,0.002649,0.000936,NaN,NaN,NaN,1.363021,1.366633,0.002927
4,TESTANMA_0003.LAB,6/3/2020,12:11:55.800,387.215653,389.641876,2.505005,32.239551,32.380951,0.246765,32.155592,35.870464,2.588500,0.621173,0.583282,0.055160,0.224093,0.329018,0.103835,1.714206,0.147344,2.346666,-1.689106,-2.365082,3.897748,3.847292,3.605164,0.355363,2.652955,2.275440,0.214384,5.787743,5.755781,0.024574,6.024085,5.977093,0.041935,182.544687,173.105560,11.412277,0.018006,0.017709,0.000366,0.790741,-0.183121,1.613471,18.166443,16.459469,1.456146,2.504829,2.176534,0.225570,3.759310,3.752118,0.130193,-0.056502,0.892659,1.032565,-0.371334,0.206347,0.552980,1.913156,1.423739,0.374046,2.851912,2.806108,1.015078,-0.560813,0.267182,0.734498,0.027548,0.027521,0.009337,-1.126480,-0.349450,0.698989,0.009248,0.233568,0.127299,0.322173,-0.102656,0.408415,190.537247,190.571381,0.044380,0.968195,0.970568,0.003083,32.239551,32.380951,0.246765,182.544687,173.105560,11.412277,3.759310,3.752118,0.130193,0.224093,0.329018,0.103835,422.307117,424.828918,3.428611,189.848315,179.633255,12.464117,6.265090,6.200792,0.063282,402.709768,404.210052,1.170687,33.529716,33.591473,0.164875,439.204152,440.709534,1.940386,39.521633,33.790802,6.308249,35.386392,29.663473,6.191700,36.129060,29.250782,7.293003,0.621173,0.583282,0.055160,6.024037,5.977030,0.041947,36.525946,31.443720,5.679316,37.268614,31.031027,6.778943,3.555005,3.555593,0.000674,5.550627,5.552392,0.004045,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.396047,563.394043,0.003852,0.002128,0.002802,0.000710,297.978085,NaN,NaN,1.363147,1.366482,0.003116
5,TESTANMA_0004.LAB,6/3/2020,12:11:56.000,386.728967,388.306580,1.620513,32.128048,32.254971,0.146669,30.500295,34.281452,3.016001,0.637824,0.583686,0.055646,0.379325,0.331592,0.105146,0.245536,0.741704,1.732995,1.836832,-0.302717,2.226441,3.917712,3.776231,0.201175,2.746003,2.399127,0.276999,5.789264,5.767287,0.023959,5.853418,5.960438,0.069481,181.990441,178.336060,6.421491,0.017819,0.017839,0.000205,0.453185,0.420995,0.909462,17.786409,17.134369,0.971115,3.050356,2.361451,0.445405,3.480495,3.730081,0.168143,4.321763,1.478446,1.874674,-1.139239,-0.221778,0.609345,2.566964,1.753571,0.516405,4.621083,2.983548,1.264662,-2.272034,-0.292365,1.320347,0.009421,0.025516,0.012156,0.015033,-0.471400,0.515678,-0.237363,0.128024,0.238576,-0.020558,0.033576,0.235733,190.537247,190.551041,0.024519,0.968195,0.969154,0.001704,32.128048,32.254971,0.146669,181.990441,178.336060,6.421491,3.480495,3.730081,0.168143,0.379325,0.331592,0.105146,423.478098,423.545074,1.931021,189.410576,185.363144,7.012426,6.092006,6.194361,0.073779,402.498040,403.542908,0.942256,33.438136,33.520538,0.128983,440.745578,440.162994,1.214644,38.809686,36.686096,3.640255,34.981142,32.583008,3.636259,37.259619,33.026562,4.675786,0.637824,0.583686,0.055646,5.853397,5.960386,0.069471,36.851042,34.236622,3.392297,39.129520,34.680180,4.468033,3.555453,3.555401,0.000496,5.553108,5.553490,0.003047,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.395996,563.395691,0.001823,0.002420,0.002544,0.000500,327.014832,NaN,NaN,1.365404,1.365730,0.002738
6,TESTANMA_0005.LAB,6/3/2020,12:11:56.200,388.782737,387.880707,0.871228,32.594380,32.288857,0.204089,34.329210,33.623081,2.401414,0.614887,0.593548,0.056002,0.459834,0.343009,0.117211,2.717513,1.558222,1.426962,-0.050790,0.368537,1.414367,3.867190,3.864009,0.051425,2.345607,2.431949,0.253489,5.882057,5.796001,0.051274,6.002780,5.971592,0.071241,184.481627,181.787857,2.215144,0.017030,0.017743,0.000409,0.664306,0.761509,0.405738,16.955822,17.330601,0.752779,3.343784,2.624420,0.570569,3.255810,3.643916,0.273410,5.949993,2.341700,2.752372,-0.529879,-0.431269,0.451125,1.002467,1.709471,0.578702,4.213094,3.154598,1.380478,-2.922115,-1.034349,1.578717,0.030594,0.027181,0.012170,1.136078,-0.256093,0.885155,0.200807,0.112596,0.228749,-0.028221,0.074135,0.192267,190.537247,190.539719,0.005548,0.968195,0.968367,0.000386,32.594380,32.288857,0.204089,184.481627,181.787857,2.215144,3.255810,3.643916,0.273410,0.459834,0.343009,0.117211,425.590211,423.324127,1.494439,191.902583,189.100006,2.352685,6.244210,6.211559,0.073269,404.422360,403.470520,0.830275,33.905532,33.586643,0.217917,442.710503,440.338135,1.536517,36.064374,37.801510,1.478732,32.482983,33.793205,1.391208,33.542740,34.655739,2.014619,0.614887,0.593548,0.056002,6.002754,5.971549,0.071232,36.198512,35.774536,1.145386,37.258269,36.637074,1.963466,3.554434,3.555080,0.000498,5.550293,5.552914,0.003376,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.395776,563.396362,0.000550,0.001340,0.002159,0.000546,292.279396,NaN,NaN,1.364941,1.364970,0.002158
7,TESTANMA_0007.LAB,6/3/2020,12:11:56.400,387.853352,387.757172,0.808107,32.535200,32.376099,0.195695,35.222120,33.304680,1.932249,0.482444,0.590671,0.062237,0.232549,0.301863,0.111370,3.341639,2.233078,1.276466,0.921309,0.242033,1.305982,3.871374,3.880986,0.028204,2.054244,2.395941,0.297546,5.840633,5.815107,0.044979,5.956003,5.971370,0.071299,182.451233,182.604736,1.121144,0.017455,0.017665,0.000421,0.800050,0.829805,0.369083,17.834032,17.396521,0.785526,3.241565,2.885901,0.464956,3.248357,3.537474,0.308284,4.943165,2.956426,2.956241,0.594202,-0.321225,0.628338,0.813180,1.567772,0.708389,3.785770,3.313802,1.402440,-1.622134,-1.567650,1.069083,0.032072,0.028592,0.012265,0.899498,0.022561,1.003077,0.001309,0.059699,0.214610,0.372233,0.102632,0.228283,190.537247,190.537247,0.000000,0.968195,0.968195,0.000000,32.535200,32.376099,0.195695,182.451233,182.604736,1.121144,3.248357,3.537474,0.308284,0.232549,0.301863,0.111370,424.174322,423.447083,1.543139,189.798713,189.977310,1.138087,6.195818,6.212411,0.073003,403.473151,403.413727,0.815347,33.845470,33.683380,0.199748,441.256795,440.544373,1.586042,39.228286,38.344883,1.382178,35.655093,34.453663,1.318395,34.466690,35.096111,1.547934,0.482444,0.590671,0.062237,5.955964,5.971333,0.071289,38.729036,36.717815,1.267233,37.540632,37.360268,1.251505,3.554323,3.554808,0.000456,5.549986,5.551188,0.001303,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.395752,563.396118,0.000454,0.001222,0.001838,0.000527,288.489807,NaN,NaN,1.364890,1.364281,0.001111
8,TESTANMA_0008.LAB,6/3/2020,12:11:56.600,382.801451,386.676453,2.298408,31.703458,32.240128,0.358168,30.763532,32.594151,2.112130,0.731690,0.617604,0.089040,0.147726,0.288706,0.127181,-4.557914,0.692196,3.159475,3.523931,0.908435,1.960245,3.906793,3.882072,0.029270,3.163295,2.592421,0.419435,5.712711,5.802482,0.063715,5.844980,5.936254,0.083251,178.729055,182.039413,2.082680,0.017798,0.017622,0.000386,-0.111560,0.519344,0.379435,15.745976,17.297737,0.975440,3.263404,3.080787,0.339492,3.731742,3.495143,0.247063,6.323752,4.296434,2.559845,0.168849,-0.255480,0.665537,2.687509,1.796655,0.865813,6.034255,4.301223,1.170435,3.805447,-0.714330,2.672864,0.009268,0.021781,0.011469,0.177994,0.220425,0.888496,0.172662,0.029332,0.174830,0.870557,0.303237,0.367994,190.638992,190.557587,0.045502,0.977513,0.970058,0.004167,31.703458,32.240128,0.358168,178.729055,182.039413,2.082680,3.731742,3.495143,0.247063,0.147726,0.288706,0.127181,420.539165,423.217773,1.911509,185.995583,189.391159,2.133812,6.082519,6.175929,0.084817,398.364730,402.293610,2.322396,32.992415,33.542255,0.366480,437.637054,440.310791,1.950393,38.032224,38.331242,1.385527,33.927308,34.486580,1.298736,33.589610,34.997543,1.641482,0.731690,0.617604,0.089040,5.844890,5.936208,0.083261,36.675862,36.996078,0.997978,36.338164,37.507042,1.014713,3.554575,3.554758,0.000467,5.561823,5.553167,0.004994,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.398561,563.396362,0.001204,0.002172,0.001856,0.000539,310.560108,303.264465,15.686098,1.366290,1.364934,0.001146
9,TESTANMA_0008.LAB,6/3/2020,12:11:56.800,383.064675,385.846252,2.758564,31.577769,32.107773,0.464829,33.857253,32.934483,2.160344,0.776897,0.648749,0.114263,0.274463,0.298780,0.122700,4.196537,1.188662,3.533151,4.926342,2.231525,2.000860,3.859606,3.884535,0.025940,2.581646,2.578159,0.418072,5.763698,5.797672,0.065973,5.874188,5.906274,0.069582,178.023925,181.135269,2.698683,0.017721,0.017565,0.000332,1.677515,0.696699,0.649291,16.546140,16.973677,0.879076,3.177078,3.215237,0.109749,3.965804,3.536442,0.311196,3.848706,5.077476,1.050417,-0.228387,-0.226891,0.662379,1.709592,1.755943,0.863749,2.306249,4.192091,1.350883,0.331143,-0.535938,2.715103,0.011987,0.018668,0.011623,0.413062,0.528333,0.476083,0.007241,0.028931,0.174890,-1.569021,-0.075002,0.912599,190.638992,190.577942,0.055728,0.977513,0.971922,0.005104,31.577769,32.107773,0.464829,178.023925,181.135269,2.698683,3.965804,3.536442,0.311196,0.274463,0.298780,0.122700,416.948692,422.146088,3.440385,185.170836,188.455658,2.803523,6.109944,6.144899,0.071355,398.443002,401.440247,2.854254,32.845483,33.405407,0.481905,433.687542,439.207520,3.597665,41.163288,38.659569,1.853590,36.800904,34.769485,1.650236,37.257678,35.223267,1.894134,0.776897,0.648749,0.114263,5.874126,5.906226,0.069597,39.688351,37.628563,1.500915,40.145125,38.082344,1.530225,3.555469,3.554851,0.000564,5.546835,5.552409,0.005712,89.027504,89.027504,0.000000,6.444606,6.444606,0.000001,-3.894506,-3.894505,0.000000,0.000000,0.000000,0.000000,563.395789,563.396362,0.001226,0.002354,0.001901,0.000575,341.781257,312.025085,22.671953,1.365053,1.365316,0.000580
