,Spectrum,Date,Time,"""NO (350,3000) 191C""","""NO (350,3000) 191C average""","""NO (350,3000) 191C stdev""",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"""N2O (100,200,300) 191C (1of2)""","""N2O (100,200,300) 191C (1of2) average""","""N2O (100,200,300) 191C (1of2) stdev""",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"""Formaldehyde (70,500) 191C""","""Formaldehyde (70,500) 191C average""","""Formaldehyde (70,500) 191C stdev""",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"""Propylene (200,1000) 191C""","""Propylene (200,1000) 191C average""","""Propylene (200,1000) 191C stdev""",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"""Ethylene (100,3000) 191C""","""Ethylene (100,3000) 191C average""","""Ethylene (100,3000) 191C stdev""",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
14,TESTANMA_4181.LAB,6/3/2020,05:45.8,738.641052,741.864624,4.069422,27.014884,27.141811,0.245129,28.711255,29.049551,2.242537,0.406599,0.390878,0.070347,0.216489,0.336503,0.159152,1.097858,-0.980328,1.363048,-0.396695,-0.827436,3.615877,3.952349,3.99661,0.034087,1.280197,1.701859,0.339881,8.164332,8.203769,0.152429,8.563363,8.554552,0.071737,153.390722,154.040924,1.11723,0.014528,0.014812,0.000345,-0.525648,0.30646,0.572047,12.818618,12.003881,1.516123,1.669485,1.978816,0.299489,1.506249,1.319239,0.15144,5.155023,3.423667,3.302868,-0.475695,-0.570868,0.235637,1.546138,0.599709,0.577366,2.175219,3.005867,0.692928,-1.28121,-3.50228,3.211421,0.010965,0.02314,0.008177,-0.654212,0.002088,0.941984,0.050987,-0.036164,0.151904,0.105686,0.31449,1.105167,190.740738,190.740738,0,0.971408,0.968159,0.003827,27.014884,27.141811,0.245129,153.390722,154.040924,1.11723,1.506249,1.319239,0.15144,0.216489,0.336503,0.159152,767.831154,772.012329,4.300848,159.70268,160.453461,1.152409,8.91574,8.910652,0.072658,769.035827,772.747925,4.22047,28.126544,28.27178,0.261304,799.427088,804.150818,4.508934,23.395274,22.587126,0.840713,21.7384,21.135965,0.81578,22.689789,22.2777,0.99242,0.406599,0.390878,0.070347,8.563363,8.554552,0.071737,21.885019,22.807713,0.811878,22.836408,23.949451,1.193637,3.486082,3.485757,0.000546,5.262198,5.253639,0.007676,89.267258,89.267258,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.256922,563.254578,0.002592,0.001728,0.002273,0.00059,290.367636,312.585388,13.477468,1.34987,1.346677,0.002275
15,TESTANMA_4182.LAB,6/3/2020,05:46.0,731.758014,739.010864,5.252085,26.845705,27.012365,0.173888,28.72022,28.228525,0.8058,0.530615,0.438697,0.067113,0.251994,0.302434,0.154344,2.710554,-0.281116,2.154749,-3.692501,-2.389735,2.441096,3.950433,3.9835,0.037234,0.814236,1.482506,0.491332,8.083171,8.197516,0.157564,8.451892,8.534238,0.085234,152.387035,153.510468,1.153751,0.014865,0.014876,0.000311,-0.652996,-0.023689,0.549235,11.661429,12.431646,0.748353,1.701436,1.894907,0.308342,1.697147,1.417028,0.208811,1.756009,2.770545,3.22996,-0.250425,-0.570449,0.236345,1.674833,0.827608,0.7459,1.978644,2.640729,0.646453,4.298687,-1.849838,4.696872,-0.002792,0.016624,0.013071,-0.852691,-0.183832,1.012615,0.056624,0.010114,0.133221,0.710366,0.337303,1.113583,190.740738,190.740738,0,0.971408,0.969637,0.003205,26.845705,27.012365,0.173888,152.387035,153.510468,1.153751,1.697147,1.417028,0.208811,0.251994,0.302434,0.154344,760.582363,768.66394,5.485351,158.654546,159.879211,1.19892,8.799509,8.888288,0.08799,761.854555,769.670837,5.531645,27.949855,28.133087,0.188759,791.864423,800.554382,5.812969,22.500231,22.719624,0.739155,20.633368,21.160892,0.79342,21.134217,22.301788,0.954819,0.530615,0.438697,0.067113,8.451892,8.534238,0.085234,20.053798,22.324574,1.494919,20.554647,23.465473,1.943074,3.485444,3.485832,0.000444,5.274808,5.258646,0.011656,89.267258,89.267258,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.260986,563.25647,0.00326,0.002017,0.002288,0.00058,271.5383,303.305115,22.091539,1.350567,1.347977,0.002268
16,TESTANMA_4183.LAB,6/3/2020,05:46.2,735.205001,738.628113,5.488824,26.707957,26.8932,0.120095,27.109844,27.967587,0.931888,0.555899,0.47303,0.075651,0.320312,0.25125,0.043423,0.752903,0.283696,1.926243,-6.921606,-3.915766,2.404705,3.978674,3.973108,0.026493,1.174393,1.43905,0.510605,8.164056,8.22637,0.127157,8.51527,8.534232,0.085236,152.670251,153.541946,1.12144,0.015041,0.014897,0.000319,0.546234,-0.035261,0.533073,10.792745,12.258914,1.021756,1.584681,1.771438,0.276584,1.622448,1.449115,0.228819,0.564031,3.129093,2.736899,-0.280306,-0.449296,0.183447,0.679845,0.904852,0.695041,2.866006,2.484898,0.384727,4.375571,-1.123012,5.423145,0.003648,0.013597,0.014153,-0.41703,-0.586363,0.211728,0.235309,0.095857,0.104312,0.328068,-0.011,0.581591,190.740738,190.740738,0,0.971408,0.971115,0.000656,26.707957,26.8932,0.120095,152.670251,153.541946,1.12144,1.622448,1.449115,0.228819,0.320312,0.25125,0.043423,764.778964,768.006165,5.764768,158.995777,159.894699,1.183815,8.868115,8.887324,0.088226,765.672057,769.189819,5.802786,27.814712,28.00593,0.124787,796.472233,799.783691,6.099269,21.993574,22.681852,0.777309,20.208882,21.087826,0.873714,20.769494,21.986416,1.172109,0.555899,0.47303,0.075651,8.51527,8.534232,0.085236,21.170019,21.846283,1.37826,21.730631,22.744877,1.733895,3.485508,3.485837,0.000439,5.266892,5.259677,0.012212,89.316719,89.277145,0.02212,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.258463,563.256653,0.003347,0.001852,0.002111,0.000543,287.119887,298.416565,22.507954,1.348272,1.348359,0.002082
17,TESTANMA_4183.LAB,6/3/2020,05:46.4,741.10068,738.513,5.414438,26.871114,26.879391,0.117282,28.777069,28.025141,0.979817,0.477822,0.470849,0.075241,0.245585,0.25798,0.038087,1.149282,0.673816,1.847475,-3.84019,-3.660242,2.311102,4.040016,3.977982,0.036592,1.652976,1.389418,0.464435,8.273216,8.205389,0.102031,8.53063,8.545514,0.078798,151.841238,153.088196,1.281678,0.01497,0.01482,0.000209,1.49995,0.246608,0.87756,9.911713,11.706177,1.412819,1.827612,1.684917,0.090576,1.567798,1.51912,0.19072,-0.790267,2.71194,3.20514,-0.216349,-0.380815,0.195861,-0.478613,0.805772,0.867259,4.108928,2.764926,0.834764,1.275339,0.393752,4.60983,0.010076,0.010374,0.01228,0.610403,-0.398571,0.584972,0.266705,0.155051,0.09942,-0.581069,-0.022292,0.594462,190.740738,190.740738,0,0.971408,0.971408,0,26.871114,26.879391,0.117282,151.841238,153.088196,1.281678,1.567798,1.51912,0.19072,0.245585,0.25798,0.038087,772.080721,768.157349,5.882216,158.233461,159.429916,1.30826,8.889791,8.899531,0.082108,772.305735,769.109985,5.744735,28.002528,27.992987,0.120107,804.590951,799.983032,6.268819,21.271344,22.550772,0.968282,19.546766,20.87974,1.113692,19.979463,21.641369,1.487327,0.477822,0.470849,0.075241,8.53063,8.545514,0.078798,22.676048,21.908812,1.414209,23.108745,22.670441,1.702095,3.48563,3.48583,0.000443,5.251921,5.260604,0.011168,89.410246,89.30574,0.06222,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.253691,563.256531,0.003421,0.001539,0.001806,0.000181,316.583511,296.497345,19.794348,1.343933,1.348104,0.002582
18,TESTANMA_4184.LAB,6/3/2020,05:46.6,744.625564,738.265991,5.008589,27.033148,26.894562,0.133643,27.624385,28.188557,0.772032,0.455407,0.485268,0.059542,0.253885,0.257653,0.03812,0.547099,1.251539,0.852595,-0.985518,-3.167302,2.610548,4.023857,3.989066,0.041094,1.561191,1.296598,0.333501,8.232237,8.183403,0.072862,8.491444,8.51052,0.041894,152.480152,152.553879,0.560129,0.014738,0.014828,0.000203,1.772117,0.527931,1.117785,10.117666,11.060434,1.197125,1.841823,1.725007,0.108976,1.140469,1.506822,0.216521,1.998546,1.736668,2.208766,0.237904,-0.196974,0.263145,-0.147798,0.654881,0.970099,2.870214,2.799802,0.834799,-0.740005,1.585676,2.686451,0.008089,0.005997,0.005667,0.457655,-0.171175,0.664177,0.183298,0.158584,0.100201,-0.919596,-0.071309,0.667325,190.740738,190.740738,0,0.972495,0.971625,0.000486,27.033148,26.894562,0.133643,152.480152,152.553879,0.560129,1.140469,1.506822,0.216521,0.253885,0.257653,0.03812,774.528926,767.960449,5.583385,158.872137,158.891724,0.538152,8.847495,8.86413,0.044132,775.844804,768.942566,5.47486,28.166491,28.012028,0.141299,807.003422,799.871582,6.103338,23.584456,22.548975,0.965871,22.32994,20.89147,1.132172,21.854131,21.285419,1.035646,0.455407,0.485268,0.059542,8.491444,8.51052,0.041894,25.041203,22.165216,1.874784,24.565395,22.559168,1.509008,3.48539,3.48561,0.000278,5.247522,5.260668,0.011072,89.551574,89.36261,0.120693,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.251491,563.256287,0.003789,0.001644,0.001756,0.000186,311.491801,295.420227,18.51317,1.344753,1.347479,0.002996
19,TESTANMA_4185.LAB,6/3/2020,05:46.8,738.971446,738.332153,5.016945,27.263109,26.944208,0.212408,25.985274,27.64336,1.170382,0.422289,0.488406,0.054565,0.238602,0.262075,0.033103,-1.635048,0.704958,1.559061,2.883505,-2.511262,3.675728,3.974481,3.993493,0.037154,1.275151,1.295589,0.333571,8.085814,8.167699,0.085385,8.448467,8.487541,0.036873,151.425521,152.160858,0.513681,0.014373,0.014797,0.000263,0.253944,0.68385,0.979957,10.448261,10.586363,0.687798,1.659928,1.723096,0.11027,0.939072,1.393387,0.333739,4.530439,1.611752,1.972091,0.440882,-0.013659,0.330958,1.078178,0.561289,0.881109,0.297016,2.424161,1.410307,-1.929928,1.455933,2.868987,0.001603,0.004125,0.005137,-0.451843,-0.130701,0.632808,-0.127169,0.122953,0.16116,-0.290834,-0.150613,0.664588,190.740738,190.740738,0,0.973978,0.97214,0.001131,27.263109,26.944208,0.212408,151.425521,152.160858,0.513681,0.939072,1.393387,0.333739,0.238602,0.262075,0.033103,766.531571,767.700562,5.621031,157.692363,158.489655,0.531727,8.798154,8.840612,0.040972,769.556022,769.04657,5.482012,28.391562,28.065029,0.221781,798.256931,799.637573,6.146922,22.485127,22.366947,0.844662,21.452147,20.834221,1.084889,20.570383,20.861538,0.694783,0.422289,0.488406,0.054565,8.448467,8.487541,0.036873,21.9211,22.172434,1.873505,21.039335,22.199753,1.635203,3.484963,3.485387,0.000253,5.253921,5.259013,0.0114,89.66684,89.442528,0.165678,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.252441,563.255432,0.004122,0.002047,0.00182,0.000224,280.146149,293.375916,19.734632,1.349465,1.347398,0.002919
20,TESTANMA_4186.LAB,6/3/2020,05:47.0,735.286191,739.03772,4.007733,27.023097,26.979685,0.206577,27.888604,27.477036,1.029729,0.543171,0.490918,0.057218,0.092409,0.230159,0.083628,-1.436264,-0.124406,1.308232,1.685184,-1.435725,4.014812,4.002146,4.003835,0.028318,1.659162,1.464575,0.225156,8.072287,8.165522,0.088172,8.497289,8.49662,0.031026,151.572438,151.997925,0.551772,0.014463,0.014717,0.000297,0.010954,0.81664,0.777613,13.48826,10.951729,1.456884,1.574045,1.697618,0.129556,1.67819,1.389595,0.329507,1.360447,1.532639,1.972791,0.059525,0.048331,0.303405,0.601298,0.346582,0.639635,1.241014,2.276636,1.504027,-1.920428,0.21211,2.669618,0.007675,0.006218,0.003479,-0.294287,-0.01902,0.511105,-0.197774,0.072074,0.217608,0.258006,-0.241085,0.536532,190.740738,190.740738,0,0.973978,0.972654,0.001288,27.023097,26.979685,0.206577,151.572438,151.997925,0.551772,1.67819,1.389595,0.329507,0.092409,0.230159,0.083628,763.550302,768.294067,4.774361,157.89161,158.337067,0.579868,8.851542,8.85102,0.033923,765.940318,769.86377,4.324189,28.149671,28.104992,0.213695,795.382778,800.341309,5.156178,24.63923,22.794746,1.330814,22.793221,21.266191,1.375889,22.674171,21.169529,1.080265,0.543171,0.490918,0.057218,8.497289,8.49662,0.031026,23.87885,22.937443,1.544111,23.7598,22.84078,1.446404,3.483928,3.485084,0.000693,5.246682,5.253387,0.008126,89.66684,89.522446,0.156093,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.250843,563.253418,0.003044,0.001593,0.001735,0.000211,342.474626,307.563171,24.926052,1.349935,1.347271,0.002757
21,TESTANMA_4187.LAB,6/3/2020,05:47.2,737.623759,739.521545,3.549188,26.84155,27.006403,0.16761,26.811606,27.417385,1.064372,0.514785,0.482695,0.047709,0.046613,0.175419,0.098176,0.647589,-0.145469,1.291314,-3.768524,-0.805109,3.075448,4.014734,4.011047,0.024664,1.642424,1.558181,0.163091,8.115079,8.155726,0.091049,8.590191,8.511605,0.052763,153.546898,152.173248,0.867674,0.014545,0.014618,0.000239,0.901251,0.887643,0.762817,14.609823,11.715146,2.175569,1.557401,1.692162,0.135919,1.761923,1.41749,0.358753,-1.945721,1.030689,2.523323,-0.213036,0.061785,0.286192,0.428152,0.296243,0.616331,2.502948,2.204024,1.476981,-1.670905,-0.997185,1.360771,0.022554,0.009999,0.0077,-0.34454,-0.004522,0.497849,-0.091253,0.006761,0.205009,0.182939,-0.270111,0.500778,190.740738,190.740738,0,0.973978,0.973168,0.001175,26.84155,27.006403,0.16761,153.546898,152.173248,0.867674,1.761923,1.41749,0.358753,0.046613,0.175419,0.098176,766.968257,768.731934,4.461539,159.969197,158.531754,0.919974,8.949498,8.867296,0.056312,768.476135,770.424622,3.793971,27.964258,28.134903,0.168621,799.048097,800.856445,4.788542,27.790494,23.954128,2.483899,25.852378,22.39489,2.297699,26.278451,22.27132,2.476854,0.514785,0.482695,0.047709,8.590191,8.511605,0.052763,27.178675,24.139174,2.072473,27.604748,24.015606,2.394276,3.483026,3.484587,0.001089,5.24038,5.248085,0.005254,89.66684,89.592468,0.113435,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.249451,563.251587,0.001593,0.001199,0.001604,0.000302,396.740692,329.487366,43.636524,1.350344,1.347686,0.003081
22,TESTANMA_4188.LAB,6/3/2020,05:47.4,739.88309,739.277954,3.454251,26.89723,27.011627,0.162674,26.624835,26.986942,0.772096,0.46424,0.479979,0.048437,0.271935,0.180689,0.103449,1.117406,-0.151844,1.283378,-4.612469,-0.959564,3.278663,4.003208,4.003685,0.018604,1.529187,1.533423,0.15426,8.112886,8.12366,0.063345,8.653384,8.536155,0.083459,153.352007,152.475403,0.979053,0.014744,0.014573,0.000165,0.708097,0.729273,0.681812,11.955026,12.123807,1.930191,1.691689,1.664977,0.113858,1.479804,1.399892,0.351624,-3.693995,0.449943,3.270668,-0.6405,-0.023045,0.420562,0.67638,0.527242,0.446306,3.335397,2.049318,1.250756,-2.536791,-1.759611,0.653136,0.025993,0.013183,0.010516,-0.272279,-0.181059,0.363713,-0.030027,-0.052585,0.145161,0.291571,-0.095583,0.517109,190.706637,190.733917,0.015252,0.972902,0.973467,0.000716,26.89723,27.011627,0.162674,153.352007,152.475403,0.979053,1.479804,1.399892,0.351624,0.271935,0.180689,0.103449,770.115716,768.338989,4.169816,159.746897,158.834442,1.038619,9.014257,8.892189,0.087575,770.736827,770.11084,3.662083,28.018954,28.138187,0.165529,802.230221,800.384277,4.431328,23.341666,24.368193,2.061525,21.713882,22.828312,1.769913,22.994882,22.874403,2.120826,0.46424,0.479979,0.048437,8.653384,8.536155,0.083459,22.945594,24.193085,2.027926,24.226594,24.239176,2.340002,3.483506,3.484163,0.000991,5.242232,5.246147,0.005272,89.66684,89.643784,0.051548,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.249594,563.250732,0.001271,0.001541,0.001605,0.000302,371.295208,340.429687,46.366196,1.34859,1.348617,0.002257
23,TESTANMA_4189.LAB,6/3/2020,05:47.6,740.20114,738.393127,2.004261,26.66882,26.938761,0.221561,29.574082,27.376881,1.406345,0.683677,0.525632,0.099815,0.524006,0.234713,0.187566,0.048809,-0.251502,1.233929,-0.043324,-0.771125,3.303778,3.991883,3.99729,0.015103,1.560536,1.533292,0.154231,7.987083,8.074629,0.052189,8.562664,8.550399,0.079923,153.493962,152.678162,1.080052,0.015366,0.014698,0.000398,0.119307,0.39871,0.386538,11.302489,12.360771,1.678671,1.816595,1.659932,0.104213,1.550286,1.481855,0.322601,0.73195,0.196624,3.168185,-0.627283,-0.196083,0.462274,0.860168,0.728835,0.249357,2.023549,1.879985,1.166297,-2.399503,-2.091511,0.36243,0.007052,0.012975,0.010651,0.226899,-0.22721,0.263141,-0.053456,-0.099936,0.066025,0.603057,0.208948,0.322108,190.638992,190.713562,0.044227,0.970765,0.97312,0.001397,26.66882,26.938761,0.221561,153.493962,152.678162,1.080052,1.550286,1.481855,0.322601,0.524006,0.234713,0.187566,768.893509,767.211853,2.509459,159.875717,159.035156,1.139771,8.918659,8.906422,0.084213,770.976115,769.137085,2.047743,27.777721,28.060434,0.228312,800.860194,799.15564,2.617841,21.565064,23.964317,2.420085,19.85975,22.334276,2.229013,21.114316,22.72644,2.232661,0.683677,0.525632,0.099815,8.562664,8.550399,0.079923,21.449217,23.474688,2.273707,22.703783,23.866852,2.421793,3.48448,3.483981,0.000767,5.248551,5.246353,0.005359,89.66684,89.66684,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.250727,563.25061,0.001209,0.00198,0.001672,0.000347,305.260314,339.183411,47.41048,1.346236,1.348914,0.001633
24,TESTANMA_4190.LAB,6/3/2020,05:47.8,736.461972,737.891235,2.133288,26.82558,26.851254,0.12814,27.414529,27.662731,1.17978,0.296373,0.500449,0.140144,0.092994,0.205591,0.197833,1.927693,0.461047,1.263565,0.602735,-1.227279,2.790635,4.055149,4.013424,0.024689,1.256263,1.529514,0.162162,8.042852,8.066037,0.053409,8.471151,8.554935,0.073037,152.520099,152.897064,0.848867,0.015316,0.014887,0.000427,0.82679,0.51328,0.416626,9.52855,12.176829,1.966365,1.826711,1.693288,0.128153,1.333434,1.560727,0.167778,2.776159,-0.154232,2.617543,-0.166306,-0.31752,0.306682,0.733463,0.659892,0.160415,-1.047242,1.611133,1.669016,-1.652735,-2.036072,0.411239,0.013343,0.015323,0.008616,0.63132,-0.010578,0.426889,-0.230017,-0.120505,0.088742,-0.653841,0.136346,0.469915,190.638992,190.693207,0.051423,0.970765,0.972478,0.001624,26.82558,26.851254,0.12814,152.520099,152.897064,0.848867,1.333434,1.560727,0.167778,0.092994,0.205591,0.197833,762.24031,766.353638,3.382316,158.96644,159.289978,0.87654,8.829196,8.91263,0.074861,767.587371,768.743347,2.134481,27.959322,27.973984,0.1339,794.454319,798.395142,3.384336,21.585119,23.784315,2.585431,20.118342,22.067514,2.431584,20.450954,22.702555,2.26194,0.296373,0.500449,0.140144,8.471151,8.554935,0.073037,21.789213,23.448311,2.296883,22.121825,24.083349,2.137536,3.484537,3.483895,0.000645,5.25504,5.246577,0.005762,89.66684,89.66684,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.252808,563.250671,0.001351,0.001391,0.001541,0.000289,267.109344,336.576019,51.638878,1.348994,1.34882,0.001607
25,TESTANMA_4191.LAB,6/3/2020,05:48.0,743.529879,739.539917,2.721227,27.183552,26.883343,0.18803,27.961246,27.677258,1.183698,0.523439,0.496503,0.138912,0.12611,0.212332,0.193541,3.499666,1.448233,1.336705,-1.784244,-1.921165,2.267761,3.951043,4.003203,0.037683,1.466202,1.490922,0.145721,8.10518,8.072616,0.056318,8.46629,8.548736,0.080126,152.461873,153.074966,0.538238,0.014938,0.014982,0.000357,1.752874,0.861664,0.585602,11.254516,11.730082,1.843858,1.78458,1.735395,0.112853,1.276548,1.480399,0.191895,-4.291077,-1.284537,2.993218,-0.588493,-0.447124,0.236375,1.153129,0.770258,0.265461,3.857129,2.134356,1.915799,-0.597394,-1.771466,0.771817,0.018902,0.017569,0.007518,0.304465,0.109173,0.411095,-0.025509,-0.086052,0.084587,0.473816,0.179508,0.493217,190.638992,190.672867,0.04793,0.970765,0.971835,0.001514,27.183552,26.883343,0.18803,152.461873,153.074966,0.538238,1.276548,1.480399,0.191895,0.12611,0.212332,0.193541,774.570559,768.557678,4.503625,158.733351,159.458313,0.567012,8.814588,8.90524,0.083702,774.114046,770.378052,2.542127,28.301825,28.004416,0.189539,806.432085,800.60498,4.385079,26.574719,24.171412,2.874198,25.170516,22.542973,2.811675,26.347501,23.437222,2.786201,0.523439,0.496503,0.138912,8.46629,8.548736,0.080126,26.895811,24.051702,2.783082,28.072796,24.94595,2.755306,3.484733,3.484056,0.000747,5.252664,5.247773,0.006378,89.66684,89.66684,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.251907,563.250854,0.001459,0.001364,0.001495,0.000297,273.313793,322.743835,58.474289,1.347971,1.348427,0.001502
26,TESTANMA_4192.LAB,6/3/2020,05:48.2,736.824177,739.380066,2.88081,27.360385,26.987112,0.279912,31.053419,28.525623,1.778697,0.465656,0.486677,0.139033,0.133003,0.22961,0.178304,3.407185,2.000152,1.484967,-3.604116,-1.888284,2.235237,4.044011,4.009058,0.041955,1.455522,1.453542,0.118588,8.09463,8.068526,0.053115,8.587302,8.548159,0.079762,151.736662,152.712921,0.719676,0.014793,0.015031,0.000292,1.913971,1.064208,0.753721,12.639011,11.335918,1.157116,1.913521,1.806619,0.08004,1.574211,1.442857,0.132091,-1.941647,-1.283722,2.992993,0.129157,-0.378685,0.345462,0.32878,0.750384,0.299069,5.587072,2.751181,2.478112,1.735361,-1.090213,1.757128,0.026433,0.018344,0.008318,1.413138,0.460708,0.623013,-0.011396,-0.070081,0.090679,-0.869811,-0.031042,0.680524,190.638992,190.652512,0.030251,0.970765,0.971193,0.000955,27.360385,26.987112,0.279912,151.736662,152.712921,0.719676,1.574211,1.442857,0.132091,0.133003,0.22961,0.178304,769.771633,769.118347,4.430188,158.131448,159.090775,0.726316,8.949208,8.905181,0.083664,767.877118,770.258301,2.665297,28.513531,28.114269,0.291952,802.213172,801.237976,4.332279,28.93219,24.399754,3.253868,27.200558,22.812611,3.24035,26.942243,23.569981,2.965473,0.465656,0.486677,0.139033,8.587302,8.548159,0.079762,30.404758,24.696918,3.856294,30.146443,25.454288,3.501811,3.4856,3.484571,0.000746,5.242151,5.248128,0.005895,89.66684,89.66684,0,6.351131,6.351131,0,-3.874725,-3.874725,0,0,0,0,563.247925,563.25061,0.001922,0.001245,0.001504,0.000286,300.762451,303.548248,41.358971,1.343446,1.347048,0.002272
