,Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
0,TESTANMA_4788.LAB,6/3/2020,13:14:34.000,554.622141,506.570648,27.105118,25.414606,25.236355,0.176911,27.198017,28.446960,2.123519,0.786309,0.599262,0.139600,-0.006196,0.180311,0.175602,2.269430,2.614221,1.553896,2.378313,-0.609807,3.232781,3.384097,3.906184,0.291981,0.893579,1.320793,0.467607,7.371140,6.963106,0.260016,7.593039,7.144875,0.262869,132.760083,153.247696,11.508357,0.015378,0.015487,0.000192,-1.638738,0.229573,1.343411,12.178488,13.113924,1.240499,2.956974,2.944047,0.335271,2.273760,2.489902,0.311418,2.357498,1.500015,2.023866,-1.832535,-0.774287,0.623103,0.711404,1.407137,0.454198,5.660724,3.486491,1.601871,-0.731791,-1.604360,1.174851,0.036193,0.019668,0.014784,1.144967,0.120054,0.646673,-0.019946,-0.008677,0.085378,0.709696,0.518227,1.019256,190.740738,190.740738,0.000000,0.962411,0.965753,0.001868,25.414606,25.236355,0.176911,132.760083,153.247696,11.508357,2.273760,2.489902,0.311418,-0.006196,0.180311,0.175602,585.697470,535.293518,28.403309,137.410177,159.507324,12.409492,7.858995,7.434740,0.251444,574.048502,527.099060,26.522070,26.304785,26.262150,0.156140,606.212285,556.986206,27.775822,17.932241,28.519217,6.103052,15.431105,25.780325,5.976308,19.096176,27.328897,4.848022,0.786309,0.599262,0.139600,7.593039,7.144875,0.262869,17.215030,26.978479,5.667978,20.880101,28.527054,4.533275,3.507431,3.516631,0.005230,5.165963,5.226882,0.037339,90.346138,90.218269,0.071481,6.364979,6.320665,0.024772,-3.861538,-3.866813,0.002949,0.000000,0.000000,0.000000,563.228149,563.236023,0.006031,0.001900,0.002265,0.000332,NaN,NaN,NaN,1.330270,1.340459,0.006178
1,TESTANMA_4788.LAB,6/3/2020,13:14:34.200,545.250068,516.444092,30.956371,25.441600,25.288712,0.193916,28.011673,27.962147,1.809442,0.723124,0.644244,0.135062,0.158656,0.199452,0.164475,1.765710,2.103352,1.241324,1.601494,0.564085,2.570074,3.695906,3.837923,0.293582,0.880210,1.333808,0.450611,7.309141,7.051078,0.292692,7.530559,7.250016,0.295919,140.004252,149.285614,12.078323,0.014844,0.015395,0.000348,-1.026236,-0.161801,1.372837,10.893543,12.541276,1.502709,2.894714,3.048262,0.134528,2.531557,2.528799,0.299474,1.830562,1.545465,2.029310,-1.270749,-0.874112,0.661376,1.106975,1.269327,0.408988,3.848940,3.367550,1.533661,0.342996,-1.330109,1.466742,0.016142,0.018107,0.014631,0.795914,0.251844,0.714563,-0.040621,0.001946,0.074797,0.629659,0.617196,0.996490,190.740738,190.740738,0.000000,0.962411,0.964917,0.002288,25.441600,25.288712,0.193916,140.004252,149.285614,12.078323,2.531557,2.528799,0.299474,0.158656,0.199452,0.164475,574.540608,545.100403,32.367653,145.410293,155.281738,12.999986,7.819399,7.538710,0.286588,566.142730,536.978638,30.589430,26.418453,26.298010,0.169551,596.550114,566.773315,31.955133,20.181423,26.341125,6.860599,17.396710,23.559448,6.728408,19.938207,25.307671,5.496253,0.723124,0.644244,0.135062,7.530559,7.250016,0.295919,18.724959,24.919870,6.543614,21.266456,26.668097,5.326867,3.507489,3.514663,0.006579,5.192035,5.219032,0.040199,90.346138,90.250229,0.087546,6.364979,6.331744,0.030340,-3.861538,-3.865494,0.003611,0.000000,0.000000,0.000000,563.227237,563.234497,0.007248,0.002051,0.002236,0.000345,NaN,NaN,NaN,1.334899,1.339607,0.006675
2,TESTANMA_4788.LAB,6/3/2020,13:14:34.400,535.850026,525.628296,27.771305,25.468674,25.337475,0.204225,28.827757,27.762196,1.594216,0.659749,0.635809,0.131839,0.324001,0.241998,0.163473,1.260485,2.212275,1.105616,0.822358,0.501035,2.556317,4.008644,3.833506,0.290101,0.866801,1.236915,0.495745,7.246956,7.150800,0.244785,7.467892,7.336006,0.280978,147.270040,147.280487,11.217633,0.014308,0.015109,0.000534,-0.411907,-0.426779,1.234408,9.604763,12.121440,2.004570,2.832268,3.010500,0.166715,2.790124,2.609147,0.306200,1.302054,1.911474,1.700194,-0.707286,-0.900832,0.648784,1.503727,1.284911,0.417830,2.031749,3.097310,1.645254,1.420990,-0.940024,1.921716,-0.003968,0.017842,0.015105,0.445819,0.305617,0.717628,-0.061358,0.004887,0.071165,0.549383,0.430060,0.872965,190.740738,190.740738,0.000000,0.962411,0.964082,0.002288,25.468674,25.337475,0.204225,147.270040,147.280487,11.217633,2.790124,2.609147,0.306200,0.324001,0.241998,0.163473,563.350449,554.063110,29.225216,153.434283,153.188156,12.074600,7.779684,7.627940,0.275997,558.213366,546.520020,27.558050,26.532459,26.347641,0.198402,586.859107,576.082092,28.959806,22.437316,25.019760,6.846069,19.368180,22.149698,6.718454,20.782751,23.951361,5.635153,0.659749,0.635809,0.131839,7.467892,7.336006,0.280978,20.239393,23.420187,6.595382,21.653964,25.221848,5.551348,3.507547,3.512346,0.006651,5.218185,5.209017,0.029747,90.346138,90.282204,0.087546,6.364979,6.342822,0.030340,-3.861538,-3.864176,0.003611,0.000000,0.000000,0.000000,563.226323,563.230835,0.005004,0.002203,0.002114,0.000137,NaN,NaN,NaN,1.339542,1.338394,0.005807
3,TESTANMA_4789.LAB,6/3/2020,13:14:34.600,527.023036,532.482788,21.042051,25.129575,25.368132,0.136841,26.733483,28.040644,1.115316,0.491541,0.642534,0.120900,0.567239,0.285221,0.218761,2.542778,2.384320,1.068898,-4.652620,0.363392,2.857635,4.026392,3.833097,0.289760,0.603682,1.027057,0.497678,7.150368,7.227886,0.123564,7.430599,7.435301,0.168770,148.504457,145.533340,9.879039,0.014928,0.014966,0.000442,1.423065,-0.466806,1.151798,11.615631,11.820620,1.928729,3.139956,2.994227,0.143323,2.565670,2.639999,0.288558,-2.092279,1.554393,2.347022,-0.545305,-0.917126,0.635960,-0.395369,0.950004,0.860352,0.268914,2.733824,2.070302,-0.878585,-0.500530,1.520474,0.007278,0.016510,0.015813,0.827238,0.574348,0.569041,-0.132916,-0.045112,0.059500,1.672405,0.504425,0.975479,190.740738,190.740738,0.000000,0.973519,0.965468,0.004850,25.129575,25.368132,0.136841,148.504457,145.533340,9.879039,2.565670,2.639999,0.288558,0.567239,0.285221,0.218761,552.421525,560.584656,22.546865,154.734956,151.367096,10.671521,7.742344,7.731370,0.159751,549.135457,553.660278,20.585358,26.183957,26.379496,0.136810,575.600024,582.875549,22.007942,26.485495,23.666227,5.307400,23.663258,20.762228,5.044754,24.753867,22.596481,3.907551,0.491541,0.642534,0.120900,7.430599,7.435301,0.168770,25.646865,22.167923,4.976631,26.737474,24.002172,3.878016,3.506412,3.509689,0.005541,5.228170,5.207135,0.027716,90.346138,90.314163,0.071481,6.364979,6.353900,0.024772,-3.861538,-3.862857,0.002949,0.000000,0.000000,0.000000,563.229788,563.229309,0.003455,0.002024,0.002079,0.000132,NaN,NaN,NaN,1.344783,1.338522,0.005970
4,TESTANMA_4790.LAB,6/3/2020,13:14:34.800,530.884591,538.725952,11.202335,24.332956,25.157482,0.480702,22.831871,26.720560,2.316101,0.376531,0.607451,0.169459,0.264634,0.261667,0.211914,2.486003,2.064881,0.544088,-1.642494,-0.298590,2.863403,3.997949,3.822598,0.280725,0.793402,0.807535,0.120368,7.239582,7.263437,0.082635,7.516940,7.507806,0.062088,149.339759,143.575714,7.086920,0.014926,0.014877,0.000381,0.741462,-0.182471,1.256652,13.614533,11.581392,1.489258,2.615199,2.887822,0.190926,2.434695,2.519161,0.189139,0.376140,0.754795,1.751758,-0.091816,-0.889538,0.675026,0.167873,0.618922,0.751974,0.178408,2.397747,2.363489,-1.183991,-0.206076,1.076311,0.012952,0.013719,0.014713,0.451326,0.733053,0.293415,0.160406,-0.018887,0.108888,0.143908,0.741010,0.564386,190.740738,190.740738,0.000000,0.978477,0.967846,0.007645,24.332956,25.157482,0.480702,149.339759,143.575714,7.086920,2.434695,2.519161,0.189139,0.264634,0.261667,0.211914,555.395955,566.281189,13.823689,155.558936,149.309738,7.783036,7.829979,7.806081,0.045573,552.993024,560.106628,10.066841,25.346282,26.157187,0.471475,578.525148,588.749390,12.716304,28.359093,23.079113,4.323783,25.680929,20.308037,4.279869,25.864560,22.087114,3.026778,0.376531,0.607451,0.169459,7.516940,7.507806,0.062088,27.391653,21.843580,4.443219,27.575284,23.622656,3.250938,3.506632,3.507102,0.000537,5.206193,5.202109,0.024302,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.224785,563.227234,0.001885,0.002273,0.002090,0.000148,312.236537,NaN,NaN,1.342337,1.338366,0.005829
5,TESTANMA_4791.LAB,6/3/2020,13:14:35.000,535.942430,534.989990,6.841839,24.237573,24.922075,0.597356,22.269127,25.734783,3.007731,0.672996,0.584788,0.145433,0.003763,0.263659,0.208791,-3.816571,0.847681,2.661103,-0.260863,-0.826425,2.461650,4.047044,3.955187,0.146134,1.877234,1.004266,0.500323,7.217520,7.232713,0.057234,7.396083,7.468414,0.056742,149.933905,147.010483,4.042226,0.014991,0.014799,0.000279,1.076372,0.360551,1.037581,13.960884,11.937871,1.839948,1.919938,2.680415,0.464419,1.742917,2.412993,0.396569,7.754570,1.834210,3.635834,-0.655670,-0.654165,0.421630,1.428087,0.762259,0.837456,3.042694,1.874141,1.638784,-4.200710,-0.899860,2.115882,0.027213,0.011924,0.011475,0.450828,0.594225,0.198734,0.261784,0.037459,0.166077,-0.784734,0.442124,0.888028,190.740738,190.740738,0.000000,0.978477,0.971059,0.008150,24.237573,24.922075,0.597356,149.933905,147.010483,4.042226,1.742917,2.412993,0.396569,0.003763,0.263659,0.208791,563.222697,561.786255,8.598224,156.257728,153.079224,4.413949,7.708022,7.775886,0.051392,558.547175,557.006287,6.429656,25.259864,25.948202,0.602949,586.978203,584.902527,8.231194,29.596013,25.411869,3.985956,27.678805,22.757576,4.295685,28.990145,24.065907,3.734086,0.672996,0.584788,0.145433,7.396083,7.468414,0.056742,30.050867,24.410748,4.794610,31.362207,25.719080,4.262585,3.507009,3.507018,0.000504,5.194279,5.207772,0.015465,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.221375,563.225952,0.003117,0.002451,0.002200,0.000174,311.946045,NaN,NaN,1.340174,1.340347,0.003674
6,TESTANMA_4793.LAB,6/3/2020,13:14:35.200,531.816673,532.303345,3.740112,24.645285,24.762814,0.526123,23.192710,24.770990,2.864402,0.643572,0.568878,0.130054,0.170713,0.266070,0.207340,-2.506112,-0.006683,2.961475,-0.593149,-1.265353,2.087774,4.027035,4.021413,0.018887,2.010178,1.230259,0.659999,7.107300,7.192346,0.060914,7.379389,7.438181,0.055615,148.864289,148.782471,1.000974,0.014633,0.014757,0.000287,1.019443,0.769687,0.703615,14.972855,12.753733,2.140910,2.252419,2.551956,0.478928,2.001635,2.307008,0.426633,4.297720,2.327641,3.798968,-0.569370,-0.513889,0.244803,1.672505,0.875364,0.928855,1.126209,1.329595,1.216488,-2.234467,-1.415353,2.050344,0.021899,0.013075,0.012266,-0.331863,0.368670,0.424431,0.050868,0.055757,0.160262,0.696375,0.455468,0.892043,190.740738,190.740738,0.000000,0.978477,0.974272,0.006969,24.645285,24.762814,0.526123,148.864289,148.782471,1.000974,2.001635,2.307008,0.426633,0.170713,0.266070,0.207340,557.588168,558.395752,4.826785,155.110947,155.019379,1.051954,7.689030,7.749812,0.056604,554.132944,554.604370,3.914670,25.679302,25.800373,0.546831,580.986297,581.789795,5.055554,32.475433,27.870672,3.736952,30.273634,25.332960,4.135240,31.412374,26.360739,4.073541,0.643572,0.568878,0.130054,7.379389,7.438181,0.055615,31.711973,27.008148,4.449728,32.850713,28.035929,4.383888,3.507368,3.506994,0.000478,5.212250,5.211816,0.012722,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.225616,563.225586,0.003026,0.003197,0.002429,0.000455,293.993652,NaN,NaN,1.342298,1.341827,0.002072
7,TESTANMA_4794.LAB,6/3/2020,13:14:35.400,525.535373,530.240417,4.120117,24.686714,24.606421,0.350884,24.792750,23.963987,1.810114,0.297363,0.496401,0.163442,0.199733,0.241216,0.206104,0.081206,-0.242539,2.881198,5.683697,-0.293086,3.762959,3.999076,4.019499,0.020884,1.751037,1.407106,0.656721,7.088697,7.160693,0.066320,7.490528,7.442707,0.059428,148.404698,149.009430,0.633547,0.014446,0.014785,0.000235,0.584288,0.968926,0.324047,14.900903,13.812961,1.361845,2.772547,2.540012,0.470866,1.873468,2.123677,0.358667,-3.886235,1.289983,4.740923,-0.752532,-0.522938,0.254388,0.737421,0.722103,0.859917,2.729825,1.469210,1.349957,-1.379052,-1.975361,1.342021,0.027121,0.019293,0.008879,0.020465,0.283599,0.447123,-0.021974,0.063634,0.153909,-0.013592,0.342873,0.912520,190.740738,190.740738,0.000000,0.976850,0.977160,0.002154,24.686714,24.606421,0.350884,148.404698,149.009430,0.633547,1.873468,2.123677,0.358667,0.199733,0.241216,0.206104,552.951912,556.316040,4.377555,154.586636,155.249832,0.677420,7.802552,7.754385,0.060416,547.427095,552.447144,4.373738,25.715082,25.636898,0.365307,575.985711,579.615112,4.652328,29.374842,29.258175,2.177992,27.314027,26.922131,2.455583,28.819090,27.968008,2.664016,0.297363,0.496401,0.163442,7.490528,7.442707,0.059428,29.133485,28.786968,2.349485,30.638548,29.832846,2.587157,3.508181,3.507121,0.000696,5.256044,5.219388,0.023855,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.239352,563.228210,0.006939,0.003008,0.002591,0.000496,283.398691,NaN,NaN,1.344809,1.342880,0.001956
8,TESTANMA_4795.LAB,6/3/2020,13:14:35.600,535.463880,531.928589,4.200731,24.673986,24.515303,0.213214,27.760855,24.169462,2.215911,0.622379,0.522568,0.172682,0.337802,0.195329,0.124925,0.402763,-0.670542,2.497384,1.238185,0.885075,2.873951,4.013006,4.016822,0.020636,1.477707,1.581912,0.482659,7.321406,7.194901,0.096779,7.659641,7.488516,0.112415,151.674445,149.643402,1.269165,0.014619,0.014723,0.000228,0.962223,0.876758,0.206974,14.306834,14.351201,0.588562,2.402537,2.392528,0.330556,2.261878,2.062919,0.282777,-0.646216,1.579196,4.522067,-0.707766,-0.555431,0.267972,0.117933,0.824764,0.710881,2.906374,1.996702,1.277010,3.535221,-1.092600,2.849181,0.023541,0.022545,0.005835,-0.243370,0.069477,0.371681,0.061782,0.102573,0.110161,-0.606023,-0.112813,0.596923,190.740738,190.740738,0.000000,0.968516,0.976159,0.004330,24.673986,24.515303,0.213214,151.674445,149.643402,1.269165,2.261878,2.062919,0.282777,0.337802,0.195329,0.124925,563.044239,558.440552,4.587608,158.015868,155.906036,1.329336,7.979861,7.801889,0.116202,557.851093,554.190308,4.459847,25.705620,25.541229,0.219934,586.584584,581.812012,4.870785,27.976956,29.556467,1.766598,25.488890,27.287256,1.929177,26.904423,28.398117,2.136790,0.622379,0.522568,0.172682,7.659641,7.488516,0.112415,27.122423,29.082081,1.907572,28.537956,30.192944,2.134279,3.508194,3.507477,0.000699,5.197763,5.213306,0.024909,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.221069,563.226440,0.007506,0.002507,0.002687,0.000395,292.547546,298.824524,12.774495,1.338547,1.341633,0.002381
9,TESTANMA_4796.LAB,6/3/2020,13:14:35.800,535.563389,532.864380,4.425163,24.851665,24.619045,0.227991,25.230766,24.649242,2.111121,0.606464,0.568555,0.153635,0.165515,0.175505,0.118896,0.373083,-1.093126,1.948088,-1.990654,0.815443,2.953614,4.091770,4.035586,0.036069,1.357350,1.694701,0.272447,7.299030,7.206790,0.106776,7.546368,7.494402,0.115015,151.820039,150.139481,1.569891,0.014228,0.014583,0.000280,0.254543,0.779374,0.350992,12.044768,14.037249,1.190562,1.948931,2.259275,0.351953,2.042725,1.984524,0.194495,4.123922,2.328753,4.582997,-1.047622,-0.746592,0.181546,1.375058,1.066201,0.632706,3.042927,2.569606,0.817056,0.543521,-0.747097,2.938665,0.010894,0.022134,0.006690,0.041166,-0.012555,0.305751,-0.080873,0.054318,0.129621,-0.600717,-0.261738,0.609615,190.740738,190.740738,0.000000,0.968516,0.974167,0.005201,24.851665,24.619045,0.227991,151.820039,150.139481,1.569891,2.042725,1.984524,0.194495,0.165515,0.175505,0.118896,563.457980,560.053040,4.666090,158.297654,156.453766,1.670916,7.868384,7.809569,0.119739,558.413673,555.274414,4.745740,25.911934,25.654358,0.239222,587.498192,583.606567,5.008106,24.140747,28.712799,3.034012,21.893749,26.529821,3.103545,23.988994,28.023006,2.765023,0.606464,0.568555,0.153635,7.546368,7.494402,0.115015,22.894444,28.182638,3.388940,24.989688,29.675823,3.045704,3.508191,3.507788,0.000563,5.205768,5.213221,0.024940,90.346138,90.346138,0.000000,6.364979,6.364979,0.000000,-3.861538,-3.861538,0.000000,0.000000,0.000000,0.000000,563.223333,563.226196,0.007615,0.002521,0.002737,0.000342,295.836065,295.544403,10.344122,1.339130,1.340992,0.002568
