,Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
0,TESTANMA_17770.LAB,6/3/2020,18:08:27.000,188.726738,154.117798,19.358978,16.377363,15.093689,0.729932,23.516489,14.798360,5.084283,0.517246,0.557510,0.122472,-0.241858,-0.005785,0.167815,2.408163,0.997698,2.661194,-10.464487,-0.701024,5.617361,2.458656,3.113530,0.366347,1.631075,1.145773,0.398023,5.538012,5.591559,0.059815,5.673929,5.715965,0.023614,150.239166,159.601227,5.272846,0.015951,0.015523,0.000327,-2.243534,0.748858,1.733340,10.062135,15.597674,3.357136,2.360017,3.943286,0.932508,0.349642,1.552133,0.685721,0.085951,1.887745,1.999063,-1.179011,-0.472840,0.477831,0.570922,0.786076,0.692573,-0.103787,2.531021,1.609941,4.683874,-2.020927,4.044209,0.009823,0.013014,0.011763,0.561645,-0.571158,0.648867,0.333537,0.268363,0.051600,1.454867,1.067122,0.900474,190.740738,190.740738,0.000000,0.983297,0.980212,0.001724,16.377363,15.093689,0.729932,150.239166,159.601227,5.272846,0.349642,1.552133,0.685721,-0.241858,-0.005785,0.167815,205.000314,171.742523,18.592525,154.026139,164.748047,6.027833,5.816654,5.899582,0.046395,193.483840,159.012115,19.282391,16.790175,15.576639,0.691890,210.167613,177.205902,18.426893,11.070638,33.331596,12.569582,10.686032,31.624249,11.822774,13.044054,32.569931,11.020081,0.517246,0.557510,0.122472,5.673643,5.715762,0.023664,12.883392,32.659454,11.120077,15.241414,33.605137,10.338016,3.672289,3.670258,0.001139,5.200744,5.196582,0.005425,90.505974,90.044449,0.259772,6.171104,6.209879,0.021676,-3.800000,-3.807033,0.003932,0.000000,0.000000,0.000000,563.026550,563.029419,0.004821,0.004371,0.003167,0.000774,NaN,NaN,NaN,1.331715,1.333226,0.001639
1,TESTANMA_17770.LAB,6/3/2020,18:08:27.200,185.242013,161.885223,22.949100,16.040544,15.328791,0.821446,20.646665,15.939456,5.724324,0.594381,0.600692,0.070671,0.015538,-0.045858,0.118244,0.901987,0.334284,1.984895,-7.105965,-2.687181,5.811336,2.744019,3.009967,0.386575,1.402309,1.128670,0.381130,5.517575,5.558714,0.039520,5.591727,5.689001,0.058987,157.053406,158.483978,5.055449,0.016324,0.015688,0.000482,-0.974089,0.355241,1.880934,11.267276,14.012659,3.096400,2.525581,3.493098,0.972181,0.858755,1.393271,0.745863,1.838690,1.260351,1.058785,-0.473396,-0.417806,0.453354,0.686460,0.925223,0.547529,-0.784078,1.882827,2.193812,1.178783,-1.546947,4.296765,0.001224,0.007183,0.007432,0.235222,-0.336149,0.693236,0.105786,0.239021,0.090173,0.917776,1.335545,0.412619,190.740738,190.740738,0.000000,0.990752,0.982474,0.004920,16.040544,15.328791,0.821446,157.053406,158.483978,5.055449,0.858755,1.393271,0.745863,0.015538,-0.045858,0.118244,200.498480,179.096832,21.650360,161.514682,163.426346,5.823822,5.749088,5.865487,0.079130,190.456332,166.835114,22.973595,16.491919,15.801788,0.783395,206.139226,184.584259,21.562712,18.878615,29.483932,13.637671,17.933984,27.951340,12.818296,18.880776,28.786951,11.982264,0.594381,0.600692,0.070671,5.591596,5.688785,0.058956,19.509162,29.015387,11.994303,20.455953,29.850998,11.161656,3.672389,3.670809,0.001398,5.210206,5.201144,0.005359,90.505974,90.170326,0.306410,6.171104,6.200185,0.026547,-3.800000,-3.805274,0.004815,0.000000,0.000000,0.000000,563.022224,563.026306,0.002471,0.004506,0.003591,0.000818,NaN,NaN,NaN,1.332760,1.333485,0.001373
2,TESTANMA_17770.LAB,6/3/2020,18:08:27.400,181.790770,169.078278,22.283751,15.706962,15.481753,0.802438,17.804415,16.952408,5.458491,0.670775,0.625289,0.069039,0.270460,-0.005899,0.183318,-0.589718,-0.159110,1.803821,-3.779712,-4.101483,4.757383,3.026640,2.962281,0.361106,1.175741,1.152224,0.379303,5.497335,5.533596,0.026156,5.510315,5.645014,0.092832,163.802174,158.739105,5.334919,0.016693,0.015878,0.000663,0.283160,0.192976,1.835669,12.460838,13.172327,2.748019,2.689553,3.143428,0.854726,1.362977,1.305212,0.710510,3.574587,1.417529,1.358347,0.225440,-0.322185,0.539189,0.800888,1.015684,0.458581,-1.457833,1.065607,2.574701,-2.292631,-1.250073,4.153041,-0.007292,0.001908,0.006117,-0.088065,-0.231893,0.680968,-0.119777,0.152747,0.172321,0.385845,1.236771,0.575844,190.740738,190.740738,0.000000,0.998136,0.986213,0.008109,15.706962,15.481753,0.802438,163.802174,158.739105,5.334919,1.362977,1.305212,0.710510,0.270460,-0.005899,0.183318,196.039899,185.625641,20.629929,168.931275,163.610199,6.016125,5.682170,5.817222,0.104450,187.457913,174.177216,22.405867,16.196529,15.951813,0.770035,202.149545,191.231964,20.626017,26.611573,27.534140,13.094831,25.112298,26.098408,12.317059,24.661418,26.742777,11.546344,0.670775,0.625289,0.069039,5.510337,5.644834,0.092713,26.071271,27.108500,11.429213,25.620391,27.752869,10.665710,3.672487,3.671368,0.001399,5.219577,5.204958,0.009766,90.505974,90.282211,0.306410,6.171104,6.190492,0.026547,-3.800000,-3.803516,0.004815,0.000000,0.000000,0.000000,563.017940,563.024109,0.003978,0.004640,0.004000,0.000699,NaN,NaN,NaN,1.333796,1.333601,0.001370
3,TESTANMA_17771.LAB,6/3/2020,18:08:27.600,181.090744,176.333237,17.879642,15.700604,15.693484,0.650788,15.301139,17.733189,4.690393,0.636922,0.618269,0.064751,0.095186,0.020502,0.187216,-1.872335,-0.181979,1.829698,-3.115881,-4.808934,4.139550,3.133092,2.930690,0.330791,1.320962,1.261217,0.317417,5.488841,5.519858,0.028386,5.568373,5.613779,0.085354,167.646560,160.008331,6.681567,0.016314,0.016099,0.000561,0.474400,-0.102078,1.584034,12.848549,12.534898,2.240582,2.659727,2.861175,0.688745,1.283546,1.166452,0.606575,0.237867,1.306261,1.442359,0.185783,-0.266633,0.581486,1.242567,0.962182,0.398098,0.644256,0.427085,2.060063,-2.786098,-0.825253,3.776623,0.013998,0.004129,0.008219,-0.505944,-0.146255,0.591642,-0.072924,0.093743,0.192021,-0.347355,0.824763,0.830752,190.740738,190.740738,0.000000,1.000969,0.990519,0.009249,15.700604,15.693484,0.650788,167.646560,160.008331,6.681567,1.283546,1.166452,0.606575,0.095186,0.020502,0.187216,197.435603,192.453812,16.658798,173.068942,164.866119,7.352694,5.748324,5.783067,0.089686,186.947983,181.618011,18.009554,16.208426,16.165455,0.622650,203.821448,198.225906,16.694111,28.516691,25.126492,11.049194,27.104790,23.843393,10.387407,26.733224,24.376659,9.559586,0.636922,0.618269,0.064751,5.568225,5.613620,0.085243,27.686990,24.938030,9.599786,27.315424,25.471294,8.786962,3.671824,3.671765,0.001107,5.217637,5.209059,0.009961,90.505974,90.394089,0.250183,6.171104,6.180799,0.021676,-3.800000,-3.801758,0.003932,0.000000,0.000000,0.000000,563.017930,563.022339,0.004397,0.004366,0.004225,0.000562,NaN,NaN,NaN,1.331314,1.332890,0.001467
4,TESTANMA_17772.LAB,6/3/2020,18:08:27.800,181.816872,183.733429,3.226450,15.624830,15.890060,0.316178,14.475507,18.348843,3.760724,0.581844,0.600234,0.058270,-0.102412,0.007383,0.194397,-1.835460,-0.197473,1.846630,-4.348356,-5.762881,3.035187,3.151034,2.902688,0.296844,1.744969,1.455011,0.231199,5.465713,5.501495,0.027613,5.671961,5.603261,0.070183,168.284734,161.405197,7.675389,0.015928,0.016242,0.000315,-0.138305,-0.519674,1.113144,13.618328,12.051425,1.399140,3.044531,2.655882,0.253333,0.976425,0.966269,0.403092,-4.411124,0.265194,2.971902,-0.032825,-0.254802,0.586508,1.884540,1.037075,0.537689,2.153983,0.090508,1.393250,-0.465900,0.063606,3.022563,0.038980,0.011347,0.017484,-0.511723,-0.061773,0.468319,0.036840,0.056693,0.178458,-0.701549,0.341917,0.885455,190.740738,190.740738,0.000000,1.000969,0.994825,0.007680,15.624830,15.890060,0.316178,168.284734,161.405197,7.675389,0.976425,0.966269,0.403092,-0.102412,0.007383,0.194397,199.595685,199.714005,3.437464,173.759662,166.260132,8.395351,5.856054,5.770458,0.067458,187.732420,189.215698,2.747210,16.133102,16.364031,0.275477,206.089115,205.673386,3.018073,29.306492,22.876801,7.785705,28.232425,21.813908,7.398540,28.298076,22.323511,6.296181,0.581844,0.600234,0.058270,5.671525,5.603065,0.070021,29.032403,23.036642,6.751213,29.098053,23.546246,5.653572,3.671059,3.672010,0.000589,5.211595,5.211951,0.007404,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.019714,563.020874,0.003624,0.004012,0.004379,0.000234,274.784363,NaN,NaN,1.328171,1.331551,0.002122
5,TESTANMA_17773.LAB,6/3/2020,18:08:28.000,181.361490,182.260391,1.694361,15.288079,15.672205,0.268088,16.508594,16.947266,2.420331,0.647913,0.626367,0.037260,0.097030,0.075160,0.136114,-0.734121,-0.825930,1.136226,-3.487526,-4.367488,1.595773,3.181764,3.047310,0.179310,2.078099,1.544416,0.364379,5.420114,5.477915,0.037281,5.644847,5.597445,0.063775,166.651396,164.687653,4.599353,0.016277,0.016307,0.000271,-0.390087,-0.148984,0.573236,15.804319,13.199862,1.685436,3.569068,2.897692,0.421522,1.149693,1.126279,0.209363,-2.667899,-0.285576,3.255110,-0.040915,-0.027183,0.277713,1.446405,1.212172,0.488210,0.085808,0.128427,1.389214,0.839208,-0.705328,1.791782,0.022016,0.013785,0.018059,0.059018,-0.162299,0.336416,-0.081901,-0.026395,0.094123,0.193631,0.089670,0.632714,190.740738,190.740738,0.000000,1.000969,0.998359,0.004426,15.288079,15.672205,0.268088,166.651396,164.687653,4.599353,1.149693,1.126279,0.209363,0.097030,0.075160,0.136114,196.735377,198.061005,1.905896,172.128143,169.880539,5.028765,5.829797,5.773087,0.069919,187.321772,187.983292,1.411058,15.790471,16.164089,0.250520,203.200836,204.280029,1.777869,31.659515,26.994577,4.884644,30.394853,25.755671,4.771508,30.476683,25.810038,4.420243,0.647913,0.626367,0.037260,5.644296,5.597196,0.063558,32.169900,26.893946,4.697059,32.251731,26.948309,4.381681,3.670883,3.671729,0.000739,5.210339,5.213871,0.004411,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.021257,563.019836,0.001924,0.004083,0.004321,0.000270,280.467158,NaN,NaN,1.328578,1.330924,0.002493
6,TESTANMA_17774.LAB,6/3/2020,18:08:28.200,180.558630,181.323700,0.524981,15.519767,15.568048,0.173786,17.513081,16.320547,1.423264,0.713816,0.650254,0.048281,0.105397,0.093132,0.132148,-2.017074,-1.409742,0.687929,1.523297,-2.641636,2.371456,3.175285,3.133563,0.062853,1.733944,1.610743,0.362221,5.441453,5.462691,0.032238,5.537110,5.586521,0.069426,166.977465,166.672470,1.723392,0.016112,0.016265,0.000284,0.782443,0.202322,0.470127,16.158938,14.178195,1.702818,2.610968,2.914769,0.404045,1.449942,1.244516,0.186159,2.868689,-0.079576,3.449916,-0.646614,-0.061826,0.348958,-0.359311,1.003018,0.855549,0.894239,0.464091,1.314355,-2.139063,-1.368897,1.512120,-0.004470,0.012647,0.019193,0.007235,-0.207896,0.279744,-0.220394,-0.091631,0.092631,0.662600,0.038635,0.554701,190.740738,190.740738,0.000000,0.999213,1.000051,0.001313,15.519767,15.568048,0.173786,166.977465,166.672470,1.723392,1.449942,1.244516,0.186159,0.105397,0.093132,0.132148,196.972636,197.355865,1.349702,172.453848,172.068390,1.861124,5.718247,5.766918,0.073817,186.480288,187.188080,0.486213,16.028739,16.071453,0.172469,203.432979,203.738800,1.452535,28.444729,28.907801,1.828316,26.849793,27.538830,1.948663,28.143022,27.662485,2.146190,0.713816,0.650254,0.048281,5.536687,5.586214,0.069255,28.892765,28.770666,2.241611,30.185993,28.894318,2.558988,3.670500,3.671351,0.000797,5.209669,5.213763,0.004528,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.023643,563.020142,0.002406,0.004100,0.004240,0.000261,290.223126,NaN,NaN,1.330200,1.330412,0.002275
7,TESTANMA_17775.LAB,6/3/2020,18:08:28.400,182.525595,181.470673,0.745118,15.568478,15.540352,0.156264,16.449815,16.049627,1.177984,0.633034,0.642706,0.047209,0.200206,0.079081,0.110550,-1.790411,-1.649880,0.518922,2.517361,-1.382221,3.157714,3.243988,3.177032,0.042175,0.588797,1.493354,0.572508,5.520072,5.467238,0.039198,5.480018,5.580462,0.078473,169.435013,167.799026,1.109913,0.015720,0.016070,0.000248,2.115099,0.568710,0.982987,13.501754,14.386377,1.490798,3.240027,3.024864,0.402329,0.883988,1.148719,0.228409,3.412379,-0.112017,3.407464,-0.673161,-0.241547,0.392683,0.509548,0.944750,0.882260,2.897513,1.335160,1.155861,0.610851,-0.788200,1.622198,0.012964,0.016698,0.015764,0.534293,-0.083424,0.439331,-0.332871,-0.134250,0.143740,-1.462603,-0.331055,0.818623,190.740738,190.740738,0.000000,0.992293,0.998883,0.003761,15.568478,15.540352,0.156264,169.435013,167.799026,1.109913,0.883988,1.148719,0.228409,0.200206,0.079081,0.110550,200.991586,198.346191,1.862116,175.115716,173.305267,1.188551,5.664086,5.763301,0.079250,188.645123,187.425522,0.823696,16.090463,16.050240,0.159255,207.730225,204.854935,1.975891,31.260430,29.837574,1.525679,30.288043,28.573980,1.695700,31.634366,29.057074,1.966568,0.633034,0.642706,0.047209,5.480347,5.580216,0.078192,31.515710,29.859554,1.898647,32.862033,30.342646,2.276486,3.670595,3.670972,0.000526,5.218535,5.213555,0.004206,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.018921,563.020325,0.002220,0.003512,0.004014,0.000311,276.618225,NaN,NaN,1.332863,1.330225,0.001942
8,TESTANMA_17775.LAB,6/3/2020,18:08:28.600,184.953423,182.243195,1.674966,15.290181,15.458267,0.158815,17.934610,16.576321,1.337579,0.692982,0.653918,0.051915,0.010405,0.062125,0.113913,-0.999554,-1.475324,0.569695,-2.284851,-1.216015,3.064134,3.169025,3.184219,0.035321,1.527605,1.534683,0.564353,5.484197,5.466310,0.038609,5.564275,5.579642,0.078652,170.239812,168.317673,1.542463,0.015840,0.015976,0.000221,1.513786,0.776587,1.064573,13.357597,14.488188,1.372184,4.017535,3.296426,0.531699,1.144339,1.120877,0.216014,2.518661,0.344141,3.612509,0.872883,-0.104126,0.628833,1.639525,1.024142,0.932206,3.351406,1.876590,1.366220,-1.091164,-0.449214,1.230014,0.033237,0.020545,0.017221,0.808859,0.179536,0.510870,0.156564,-0.088352,0.195527,-1.296907,-0.520966,0.926398,190.740738,190.740738,0.000000,0.992293,0.997148,0.004489,15.290181,15.458267,0.158815,170.239812,168.317673,1.542463,1.144339,1.120877,0.216014,0.010405,0.062125,0.113913,203.595010,199.578064,2.872427,175.811209,173.853729,1.610164,5.746071,5.762851,0.079363,191.006099,188.237152,1.732973,15.790635,15.966681,0.165009,210.257751,206.142181,2.977158,36.919762,31.518185,3.301559,35.660989,30.285217,3.351382,33.915222,30.493473,2.416334,0.692982,0.653918,0.051915,5.563989,5.579369,0.078377,38.127028,31.947559,3.750056,36.381262,32.155815,2.810358,3.670595,3.670726,0.000235,5.218535,5.213735,0.004437,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.018921,563.020508,0.001993,0.003512,0.003844,0.000304,276.618225,279.742187,6.214373,1.332863,1.330535,0.002257
9,TESTANMA_17776.LAB,6/3/2020,18:08:28.800,182.585101,182.396835,1.661260,15.822963,15.497892,0.222653,18.334647,17.348148,0.845011,0.926454,0.722840,0.118439,0.194329,0.121473,0.078579,0.439181,-1.020396,0.974557,1.350312,-0.076281,2.637953,3.165753,3.187163,0.032352,2.175934,1.620876,0.633209,5.472293,5.467626,0.038696,5.623146,5.569880,0.066403,169.857827,168.632294,1.687663,0.016340,0.016058,0.000270,0.995027,1.003253,0.933684,15.288103,14.822142,1.309307,3.060056,3.299531,0.529903,1.284185,1.182429,0.208271,-2.220204,0.782325,2.966655,-0.098115,-0.117184,0.627659,2.228748,1.092983,1.020187,5.733514,2.592496,2.219377,-4.924500,-1.340934,2.350735,0.037527,0.020255,0.016841,-0.034900,0.274901,0.376372,-0.061981,-0.108117,0.184386,-0.833594,-0.547374,0.934678,190.740738,190.740738,0.000000,0.992293,0.995412,0.004316,15.822963,15.497892,0.222653,169.857827,168.632294,1.687663,1.284185,1.182429,0.208271,0.194329,0.121473,0.078579,204.141578,200.487228,3.524756,175.410889,174.183960,1.749367,5.806528,5.752946,0.066941,188.554187,188.401505,1.711979,16.340271,16.008116,0.230326,210.815478,207.087448,3.633973,35.854239,32.827736,3.497726,34.441636,31.527063,3.545349,34.637866,31.761433,2.630224,0.926454,0.722840,0.118439,5.622706,5.569605,0.066107,36.084450,33.357971,3.705439,36.280679,33.592339,2.689749,3.670701,3.670655,0.000146,5.214900,5.214396,0.004282,90.505974,90.505974,0.000000,6.171104,6.171104,0.000000,-3.800000,-3.800000,0.000000,0.000000,0.000000,0.000000,563.029961,563.022583,0.004589,0.003081,0.003658,0.000433,277.748769,280.335114,5.746948,1.337269,1.332354,0.003301
