Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
TESTANMA_1344.LAB,6/3/2020,30:52.0,642.747409,582.46228,34.276154,40.509756,35.52599,2.8196,45.358471,36.649979,5.247916,0.527612,0.476551,0.03723,0.046745,0.129982,0.077398,0.474999,-0.00386,0.990955,-11.83693,-2.878557,5.60042,3.037238,3.697401,0.369983,3.814904,2.617785,0.85025,6.496877,6.687764,0.156392,6.738383,6.927086,0.157681,163.120122,175.802643,7.268867,0.017933,0.017315,0.00035,0.915218,-0.412169,0.889265,20.742693,18.84737,1.111793,2.692015,2.894917,0.287919,3.596736,3.172689,0.3226,-1.386786,1.832626,2.466637,-0.754872,0.015925,0.622743,1.951495,0.589016,0.88935,2.79804,3.217339,0.919131,-3.159928,-2.180275,1.921537,0.029102,0.022591,0.004731,0.934292,-0.040506,0.562952,0.454205,0.109355,0.212992,-0.668347,-0.1031,0.438175,190.638992,190.557587,0.045502,0.971729,0.97099,0.004681,40.509756,35.52599,2.8196,163.120122,175.802643,7.268867,3.596736,3.172689,0.3226,0.046745,0.129982,0.077398,686.055205,621.205566,36.738911,168.229657,182.577408,8.202652,6.949454,7.193495,0.184271,662.880672,604.727234,33.185184,41.778674,36.881699,2.776017,707.545031,644.950378,35.56636,42.856089,34.705055,4.606467,38.899679,31.215097,4.377424,40.409424,31.183252,5.401248,0.527612,0.476551,0.03723,6.738383,6.927086,0.157681,43.728966,33.893791,5.511627,45.238711,33.861946,6.402015,3.520424,3.52707,0.003719,5.429596,5.426144,0.003619,90.146347,89.443077,0.393141,6.250731,6.394753,0.08051,-3.885714,-3.880439,0.002949,0,0,0,563.355042,563.3526,0.001467,0.002321,0.001732,0.000376,NaN,NaN,NaN,1.350994,1.356954,0.003418
TESTANMA_1344.LAB,6/3/2020,30:52.2,636.905389,598.429077,37.894844,40.085044,36.807076,3.200417,41.894215,37.597939,5.76448,0.549474,0.487677,0.04986,0.15789,0.12899,0.076902,-0.310728,0.231029,0.622892,-6.429722,-3.204156,5.784482,3.436952,3.620599,0.377698,3.369945,3.00806,0.560748,6.574126,6.69278,0.151145,6.716426,6.911876,0.176462,173.150146,175.101776,7.334849,0.0178,0.017423,0.000408,1.357602,-0.14153,1.199531,20.980503,19.485474,1.259036,3.475821,3.053914,0.352423,3.553282,3.338809,0.234864,-2.163114,0.563227,2.584467,-0.98668,-0.088479,0.75349,1.802183,0.740745,1.03849,2.917786,2.955622,0.726005,-1.356328,-2.65918,0.992827,0.026425,0.024638,0.003252,0.227571,0.10814,0.500818,0.403698,0.209663,0.209081,-0.948401,-0.395458,0.410822,190.638992,190.577942,0.055728,0.971729,0.969769,0.002911,40.085044,36.807076,3.200417,173.150146,175.101776,7.334849,3.553282,3.338809,0.234864,0.15789,0.12899,0.076902,679.908218,638.191772,40.970772,179.367721,181.716476,8.284491,6.955512,7.172132,0.20795,659.558349,620.798279,36.974987,41.510467,38.180267,3.175861,704.091124,662.045532,40.008503,45.057393,36.977985,6.426376,41.148783,33.305294,6.188967,43.122144,33.48225,7.62573,0.549474,0.487677,0.04986,6.716425,6.911875,0.176462,44.980345,36.619026,7.085899,46.953706,36.795979,8.511803,3.521299,3.525525,0.004268,5.401776,5.420382,0.01073,90.146347,89.618896,0.481497,6.250731,6.358748,0.098605,-3.885714,-3.881758,0.003611,0,0,0,563.344347,563.350891,0.00393,0.002056,0.00189,0.000289,NaN,NaN,NaN,1.352142,1.35543,0.003549
TESTANMA_1344.LAB,6/3/2020,30:52.4,630.958058,611.077454,35.563457,39.652675,37.926826,2.967286,38.367511,38.163124,5.649852,0.571731,0.505902,0.061843,0.271038,0.173915,0.082042,-1.110619,0.119437,0.817858,-0.925039,-3.305738,5.727482,3.843872,3.617725,0.375486,2.916964,3.091129,0.493727,6.652768,6.676394,0.149901,6.694072,6.860753,0.198429,183.360978,176.113113,8.186023,0.017664,0.017527,0.000384,1.80796,0.343239,1.427935,21.222599,20.016531,1.332771,4.273757,3.37243,0.578496,3.509044,3.434342,0.165438,-2.953437,-0.91928,1.797071,-1.222667,-0.345838,0.894834,1.65018,1.077079,0.997367,3.039689,2.724499,0.279055,0.479786,-2.195793,1.735407,0.0237,0.025272,0.002464,-0.491891,0.066177,0.548233,0.35228,0.286253,0.1644,-1.233503,-0.57568,0.550237,190.638992,190.598297,0.055728,0.971729,0.969673,0.002816,39.652675,37.926826,2.967286,183.360978,176.113113,8.186023,3.509044,3.434342,0.165438,0.271038,0.173915,0.082042,673.650423,651.728699,38.784554,190.706566,182.765701,9.162846,6.961678,7.118744,0.223507,656.176136,633.933411,35.141106,41.237426,39.343609,2.971056,700.574956,676.103638,38.374222,47.298378,40.079254,7.012846,43.43843,36.301483,6.846658,45.883765,36.993156,8.634504,0.571731,0.505902,0.061843,6.694072,6.860753,0.198429,46.254282,39.702934,7.291553,48.699616,40.394615,9.078359,3.522191,3.524236,0.004062,5.373454,5.41037,0.023194,90.146347,89.794716,0.481497,6.250731,6.322742,0.098605,-3.885714,-3.883077,0.003611,0,0,0,563.333459,563.34729,0.008649,0.001787,0.001909,0.000275,NaN,NaN,NaN,1.353311,1.354491,0.003311
TESTANMA_1345.LAB,6/3/2020,30:52.6,631.328699,622.86554,28.624687,39.588313,38.905823,2.383901,35.852956,38.814171,4.998178,0.640111,0.545855,0.072512,0.110471,0.156619,0.085033,4.399431,0.84497,2.117569,-1.952174,-3.962473,5.229433,3.905935,3.621856,0.37926,1.391927,2.834131,0.916589,6.536238,6.617822,0.131389,6.749906,6.795246,0.159196,185.830504,177.185776,9.189137,0.017291,0.017562,0.000344,0.666075,0.712913,1.145608,18.362011,19.975246,1.390778,2.547544,3.239883,0.690096,3.651875,3.513452,0.153148,5.906249,0.071276,3.573951,-0.278255,-0.524992,0.727831,0.763031,1.231532,0.833403,5.233403,3.284482,1.112823,-3.983348,-2.298213,1.841377,0.002551,0.021069,0.010598,0.039877,0.108061,0.533525,-0.177615,0.228622,0.262584,-0.688175,-0.7105,0.452055,190.733311,190.637497,0.069348,0.970836,0.970522,0.002233,39.588313,38.905823,2.383901,185.830504,177.185776,9.189137,3.651875,3.513452,0.153148,0.110471,0.156619,0.085033,676.150414,665.055786,31.397921,193.383951,183.89003,10.213867,7.024269,7.050889,0.177343,656.990304,646.226257,28.4627,41.197459,40.363956,2.397462,703.633879,689.999695,31.316626,36.81919,40.924652,6.07698,32.802127,37.059853,5.994055,33.358638,38.10984,7.41996,0.640111,0.545855,0.072512,6.749906,6.795245,0.159196,34.105769,40.168983,6.70943,34.662279,41.218967,8.093595,3.521952,3.5229,0.003277,5.387993,5.403266,0.023598,90.146347,89.970535,0.393141,6.250731,6.286737,0.08051,-3.885714,-3.884396,0.002949,0,0,0,563.337889,563.344482,0.009067,0.002571,0.002085,0.000366,291.69246,NaN,NaN,1.356031,1.354097,0.002876
TESTANMA_1346.LAB,6/3/2020,30:52.8,625.184524,633.424805,6.65971,39.936398,39.954441,0.371102,39.765762,40.24778,3.602504,0.590874,0.57596,0.042996,0.106924,0.138613,0.083881,-2.36976,0.216665,2.563771,4.247484,-3.379276,6.063508,3.79819,3.604437,0.365902,3.030637,2.904875,0.915071,6.575985,6.567199,0.057774,6.781539,6.736066,0.033219,184.81999,178.056351,9.765824,0.017884,0.017714,0.000258,-1.370032,0.675365,1.223671,19.209949,20.103552,1.25113,2.603353,3.118498,0.747588,3.387381,3.539663,0.100202,6.774746,1.235532,4.703012,1.512833,-0.345928,1.096135,1.186614,1.470701,0.488558,-0.223631,2.753057,1.944486,0.854618,-1.43304,2.143851,0.03042,0.02244,0.011414,0.148732,0.171716,0.510619,-0.092675,0.187978,0.298677,-0.080958,-0.723877,0.426565,190.740738,190.678192,0.053758,0.970765,0.971358,0.000509,39.936398,39.954441,0.371102,184.81999,178.056351,9.765824,3.387381,3.539663,0.100202,0.106924,0.138613,0.083881,664.897291,676.132263,7.82794,192.117002,184.760986,10.795702,7.049283,6.988039,0.045566,649.867982,657.094666,4.812151,41.513136,41.447433,0.23696,691.148856,701.398804,6.240198,36.57487,41.721184,4.848646,32.848751,37.827553,4.840076,29.823085,38.519417,6.731469,0.590874,0.57596,0.042996,6.781539,6.736065,0.033219,35.515629,40.917,5.667278,32.489963,41.608852,7.473809,3.521922,3.521557,0.000714,5.389505,5.396464,0.021069,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.338379,563.341858,0.008349,0.002636,0.002274,0.000355,290.723114,NaN,NaN,1.35623,1.353742,0.00233
TESTANMA_1347.LAB,6/3/2020,30:53.0,628.186993,630.512756,4.345376,39.844368,39.821362,0.203751,37.507762,38.677643,2.289869,0.609729,0.592384,0.034817,0.251779,0.17962,0.077625,0.258357,0.173336,2.560142,-0.890796,-1.190049,3.800051,3.879399,3.77287,0.192079,1.304073,2.402709,0.977622,6.53372,6.574567,0.048102,6.968065,6.782001,0.10918,186.103299,182.652985,5.419927,0.0185,0.017828,0.000439,-0.69625,0.353071,1.350362,19.491923,19.853397,1.215936,2.614708,3.103036,0.759321,3.598928,3.540102,0.100518,2.821279,2.077145,4.488033,-0.267687,-0.248491,1.072085,0.704236,1.221249,0.499983,3.756461,2.944742,1.996571,3.367268,-0.127601,2.735157,0.031535,0.022926,0.011814,0.157162,0.01629,0.291903,0.185291,0.134196,0.260528,1.20896,-0.348415,0.968988,190.740738,190.698547,0.054456,0.970765,0.971165,0.000516,39.844368,39.821362,0.203751,186.103299,182.652985,5.419927,3.598928,3.540102,0.100518,0.251779,0.17962,0.077625,671.787822,673.278809,5.585831,193.614467,189.837936,5.966795,7.249306,7.048009,0.119472,653.540672,655.226685,3.685565,41.45247,41.382195,0.152989,698.901475,699.670044,5.2268,34.411342,40.032234,5.742832,30.45252,36.138123,5.759256,30.987894,36.635109,7.359505,0.609729,0.592384,0.034817,6.968064,6.782001,0.109181,31.974385,38.566078,6.574596,32.509759,39.063061,8.072232,3.521517,3.521776,0.00036,5.390367,5.388619,0.010091,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.337751,563.338379,0.0039,0.00173,0.002156,0.000427,274.13546,NaN,NaN,1.356409,1.354825,0.001964
TESTANMA_1348.LAB,6/3/2020,30:53.2,626.366314,628.404907,2.72219,40.006435,39.805641,0.179962,40.984677,38.495735,1.986493,0.820192,0.646527,0.100308,0.177865,0.183615,0.076736,2.829495,0.801381,2.786842,-1.862747,-0.276655,2.5782,3.938404,3.87316,0.054425,2.253191,2.179358,0.815531,6.600489,6.57984,0.049467,6.773859,6.793488,0.103426,185.074947,185.037933,1.075201,0.018401,0.017948,0.000507,0.712441,0.224039,1.258047,18.813196,19.419935,1.09387,3.881503,3.184173,0.827708,2.73692,3.37683,0.371502,1.925967,2.894961,3.849309,-0.354635,-0.122082,0.997986,1.929847,1.246782,0.538818,4.005439,3.162272,2.051398,2.213529,0.586371,2.799405,0.035823,0.024806,0.013179,-0.027142,-0.034652,0.266974,-0.038846,0.045687,0.21774,-0.575039,-0.273743,0.92456,190.740738,190.718903,0.044787,0.970765,0.970972,0.000424,40.006435,39.805641,0.179962,185.074947,185.037933,1.075201,2.73692,3.37683,0.371502,0.177865,0.183615,0.076736,670.378188,671.372803,4.216248,192.662705,192.496948,1.163284,7.051562,7.06722,0.108058,652.046408,653.724304,2.932516,41.646663,41.409431,0.189343,697.862725,698.424438,4.616269,41.736104,39.367977,5.18086,38.725493,35.653465,5.317175,39.434762,35.897625,6.702356,0.820192,0.646527,0.100308,6.773858,6.793488,0.103426,40.635774,37.697166,5.750371,41.345043,37.94133,7.023132,3.521489,3.521814,0.000302,5.390427,5.386349,0.007275,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.337708,563.337036,0.00203,0.001667,0.002078,0.000482,272.986572,NaN,NaN,1.356421,1.35568,0.001334
TESTANMA_1349.LAB,6/3/2020,30:53.4,630.17842,628.248962,2.556677,39.574781,39.790062,0.19889,41.782176,39.178669,2.461549,0.642513,0.660684,0.091742,0.464107,0.222229,0.14759,-0.065678,1.010369,2.643086,2.679512,0.444256,2.842024,3.881182,3.880622,0.051905,1.943362,1.984638,0.703991,6.470066,6.543299,0.049608,6.712733,6.79722,0.099192,188.031995,185.972137,1.266163,0.017939,0.018003,0.000482,1.480462,0.158539,1.159642,19.203814,19.016178,0.438242,4.309902,3.191402,0.839674,3.524551,3.379931,0.372943,6.027792,4.691206,2.164896,-0.424334,0.037585,0.82712,0.556618,1.028069,0.555815,2.760245,3.106383,2.059364,-4.627592,-0.435105,3.650468,0.005413,0.021148,0.015833,-1.246255,-0.185525,0.597955,-0.074493,-0.039668,0.135701,0.083864,-0.01027,0.754801,190.740738,190.739243,0.003323,0.970765,0.970779,0.000031,39.574781,39.790062,0.19889,188.031995,185.972137,1.266163,3.524551,3.379931,0.372943,0.464107,0.222229,0.14759,672.513446,671.145386,4.09151,195.624398,193.480515,1.337115,6.983788,7.071641,0.102993,655.624221,653.613892,2.825586,41.172793,41.396503,0.205535,699.668773,698.243103,4.527666,42.697502,38.447803,3.582113,38.820496,34.729877,3.816043,39.669163,34.654705,4.64929,0.642513,0.660684,0.091742,6.712733,6.79722,0.099192,39.873522,36.421017,3.729497,40.72219,36.345844,4.37499,3.521385,3.521653,0.000264,5.391103,5.389879,0.001197,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.336735,563.337708,0.0006,0.002456,0.002212,0.000474,305.163749,286.940277,13.487563,1.354587,1.355936,0.00077
TESTANMA_1350.LAB,6/3/2020,30:53.6,626.546746,627.292603,1.935598,39.84705,39.841805,0.16385,42.038688,40.415813,1.850919,0.409826,0.614627,0.146258,-0.05599,0.188937,0.19138,-3.703699,-0.610257,2.52726,-3.887239,0.057243,3.338356,3.882549,3.875945,0.050075,1.898346,2.085922,0.629933,6.472436,6.530539,0.059164,6.806789,6.808597,0.095606,187.614637,186.328964,1.453767,0.018863,0.018317,0.000409,1.427317,0.310788,1.286019,23.320089,20.007793,1.867313,3.160572,3.314008,0.763454,3.409285,3.331413,0.343324,7.069641,4.923884,2.37997,-0.286798,0.035876,0.827944,-0.650871,0.745289,0.946637,3.067669,2.673236,1.695813,-3.009585,-0.240352,3.433363,0.008897,0.022418,0.014132,0.573354,-0.07883,0.688907,0.099355,0.015726,0.121052,-0.193154,0.088734,0.671524,190.442829,190.681152,0.133231,0.974842,0.971581,0.001823,39.84705,39.841805,0.16385,187.614637,186.328964,1.453767,3.409285,3.331413,0.343324,-0.05599,0.188937,0.19138,669.461465,669.807617,2.991633,195.193104,193.842331,1.534646,7.081741,7.083136,0.099533,651.855342,652.586914,2.14212,41.456625,41.448338,0.172874,696.503551,696.817078,3.383682,43.169589,39.717884,3.965587,39.419375,36.053326,4.116015,39.992971,35.981575,5.110723,0.409826,0.614627,0.146258,6.806789,6.808597,0.095606,42.780933,38.156048,4.349514,43.354529,38.084297,5.189855,3.522121,3.521687,0.000317,5.386254,5.389531,0.001918,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.335776,563.33728,0.001032,0.001812,0.00206,0.000451,306.159516,289.833679,16.067001,1.357093,1.356148,0.000932
TESTANMA_1351.LAB,6/3/2020,30:53.8,627.915495,627.838745,1.536101,39.976176,39.849762,0.170425,43.15667,41.093994,2.150214,0.23108,0.542668,0.227057,0.320317,0.231615,0.19231,-2.009885,-0.538282,2.469078,-0.97931,-0.988116,2.378599,3.925497,3.901406,0.028276,1.556319,1.791058,0.367604,6.603675,6.536077,0.065444,6.715745,6.795438,0.104386,185.853705,186.535721,1.243875,0.018139,0.018368,0.000353,1.234397,0.831673,0.906459,20.538472,20.2735,1.819306,2.61969,3.317275,0.759678,3.465059,3.346949,0.348212,4.139895,4.396914,2.148109,-0.977259,-0.462142,0.294487,1.296339,0.767234,0.960595,3.95021,3.508005,0.560749,-4.926716,-1.396619,3.912487,0.039675,0.024268,0.015933,0.769354,0.045295,0.788823,-0.114063,0.011449,0.126112,0.472425,0.199411,0.682084,190.435486,190.620102,0.165204,0.974942,0.972416,0.002261,39.976176,39.849762,0.170425,185.853705,186.535721,1.243875,3.465059,3.346949,0.348212,0.320317,0.231615,0.19231,671.841881,671.196533,1.24302,193.447463,194.108429,1.249568,6.990142,7.071307,0.107738,653.571441,653.327515,1.515608,41.60956,41.467621,0.186732,699.29262,698.445801,1.277958,41.190638,40.641037,3.568367,37.379073,36.959393,3.713147,39.333591,37.883675,3.863192,0.23108,0.542668,0.227057,6.715745,6.795438,0.104386,39.519277,38.956779,4.103468,41.473795,39.881062,4.236409,3.52214,3.52173,0.000368,5.386133,5.388857,0.002449,90.146347,90.146347,0,6.250731,6.250731,0,-3.885714,-3.885714,0,0,0,0,563.335754,563.336731,0.000992,0.001795,0.001892,0.00032,306.130615,292.915192,17.677067,1.357157,1.356334,0.001039
