Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
TESTANMA_7544.LAB,6/3/2020,06:54.0,503.264882,582.622314,44.362148,37.544922,39.602829,1.150405,39.251411,44.329357,2.838658,0.659849,0.468378,0.107036,0.064943,0.475831,0.229693,-2.175456,-3.789966,0.902538,0.682329,-1.065895,0.977287,3.089363,3.784694,0.388702,2.531357,2.599627,0.038164,5.843601,6.20868,0.204085,6.072821,6.423569,0.196074,162.695795,187.627655,13.937327,0.017866,0.017978,0.000063,-2.486187,-0.882693,0.89638,18.361668,18.770947,0.228795,3.775877,3.525219,0.140122,4.046154,3.810055,0.131984,6.241628,3.051989,1.783063,-0.964195,-1.320033,0.198919,1.467723,1.49612,0.015874,0.313713,3.559284,1.814329,-3.475975,1.337518,2.690825,0.016761,0.009252,0.004198,0.540745,-0.445957,0.551583,0.436507,0.174052,0.146717,-0.801427,0.012446,0.454969,190.435486,190.598297,0.091011,0.975906,0.964596,0.006323,37.544922,39.602829,1.150405,162.695795,187.627655,13.937327,4.046154,3.810055,0.131984,0.064943,0.475831,0.229693,541.123518,625.784424,47.326878,167.882288,195.057205,15.191239,6.266378,6.676978,0.229532,519.308199,605.696167,48.292355,38.741797,41.165009,1.354617,558.37371,650.56665,51.537407,30.921702,34.664707,2.092403,26.470932,30.473644,2.237584,28.399322,33.113708,2.635422,0.659849,0.468378,0.107036,6.072787,6.42356,0.196088,29.397112,32.423035,1.691543,31.325502,35.063103,2.089381,3.536997,3.524337,0.007077,5.579871,5.586839,0.003895,90.026466,89.962532,0.03574,6.430758,6.283967,0.082058,-3.901099,-3.860659,0.022606,0,0,0,563.413025,563.418518,0.003057,0.002419,0.001455,0.000539,NaN,NaN,NaN,1.368382,1.373145,0.002663
TESTANMA_7544.LAB,6/3/2020,06:54.2,500.563407,562.242676,55.080425,37.605375,39.100441,1.39256,38.040672,42.817726,3.832188,0.742464,0.532769,0.156467,0.129909,0.386102,0.264523,0.470553,-2.857136,2.055271,1.395058,-0.486293,1.414738,3.467936,3.686576,0.395708,2.515488,2.579385,0.051394,5.917532,6.132197,0.231188,6.10761,6.34284,0.230941,173.490603,183.55365,14.620321,0.018154,0.018008,0.000102,-1.233462,-1.033021,0.875119,16.462146,18.288723,1.044842,3.636536,3.560015,0.142256,3.764096,3.812668,0.130645,6.620392,3.925152,2.291442,-0.53293,-1.14482,0.392554,1.403922,1.47626,0.043261,2.176388,3.120426,1.834272,-2.419673,0.345405,3.029401,0.017374,0.011252,0.005313,0.147673,-0.277896,0.584658,0.34212,0.220788,0.15742,-0.801281,-0.190993,0.557181,190.435486,190.557587,0.111465,0.975906,0.967424,0.007744,37.605375,39.100441,1.39256,173.490603,183.55365,14.620321,3.764096,3.812668,0.130645,0.129909,0.386102,0.264523,540.34517,604.463501,58.17717,179.780069,190.643036,15.913095,6.327292,6.586511,0.265312,518.542607,583.946106,59.356106,38.957386,40.602322,1.601833,559.763826,627.796448,62.741398,32.062007,33.957016,2.286202,27.921502,29.763081,2.398682,28.987362,32.052723,3.073718,0.742464,0.532769,0.156467,6.107585,6.342827,0.230956,30.543848,31.895901,1.803815,31.609708,34.185543,2.48316,3.536736,3.527449,0.008597,5.571683,5.583459,0.007586,90.026466,89.978516,0.043773,6.430758,6.320665,0.100501,-3.901099,-3.870769,0.027687,0,0,0,563.411731,563.41687,0.00412,0.002391,0.00169,0.000652,NaN,NaN,NaN,1.366818,1.371641,0.003731
TESTANMA_7544.LAB,6/3/2020,06:54.4,497.892541,541.328857,55.838699,37.665143,38.610012,1.376622,36.843651,41.066689,4.223946,0.824143,0.613495,0.1855,0.194139,0.309219,0.250074,3.086581,-1.401102,3.155869,2.099711,0.234239,1.663124,3.84222,3.663315,0.378781,2.499798,2.556006,0.056513,5.990625,6.070332,0.215961,6.142004,6.268989,0.222507,184.163096,181.614136,13.512446,0.018439,0.018094,0.000218,0.005069,-0.935644,0.973362,14.584148,17.430899,1.875477,3.498773,3.567259,0.136873,3.485234,3.759509,0.198467,6.994864,4.873209,2.405259,-0.106552,-0.884332,0.566864,1.340843,1.443785,0.070399,4.017957,3.049882,1.780153,-1.37534,-0.437841,2.818799,0.017979,0.013373,0.005492,-0.240945,-0.187558,0.537554,0.248802,0.248861,0.144348,-0.801137,-0.394403,0.557141,190.435486,190.516891,0.111465,0.975906,0.970251,0.007744,37.665143,38.610012,1.376622,184.163096,181.614136,13.512446,3.485234,3.759509,0.198467,0.194139,0.309219,0.250074,539.575642,582.988708,58.390633,191.543037,188.581451,14.721148,6.387516,6.508089,0.251553,517.785689,562.044556,59.566002,39.170532,40.082268,1.548858,561.138191,605.301147,62.369312,33.189392,33.4748,2.099558,29.355635,29.33934,2.199692,29.568739,31.108007,2.93611,0.824143,0.613495,0.1855,6.141989,6.268974,0.222519,31.67759,31.595514,1.655584,31.890693,33.364178,2.412173,3.536478,3.530511,0.008527,5.563588,5.578461,0.010885,90.026466,89.994492,0.043773,6.430758,6.357362,0.100501,-3.901099,-3.880879,0.027687,0,0,0,563.410452,563.414978,0.004538,0.002363,0.00192,0.000645,NaN,NaN,NaN,1.365271,1.369828,0.004259
TESTANMA_7545.LAB,6/3/2020,06:54.6,496.16057,520.068665,46.137852,37.544198,38.09539,1.131393,36.825967,39.312111,3.654362,0.489002,0.627194,0.169527,-0.018441,0.18982,0.231132,-2.344013,-1.031186,2.83923,-1.703589,0.194112,1.717063,3.870715,3.645752,0.363395,2.062931,2.445254,0.218451,6.029589,6.016259,0.173834,6.134518,6.193642,0.179611,186.192908,180.080597,12.140584,0.018138,0.018121,0.000212,0.286318,-0.782016,1.113436,17.887426,17.23373,1.732287,3.165703,3.507889,0.227814,3.793484,3.768,0.198921,4.858044,5.393902,1.93187,0.321191,-0.538296,0.682761,1.397693,1.42268,0.063618,4.484122,3.072572,1.801787,-1.769169,-1.299853,2.289475,0.02441,0.01678,0.006092,-0.556559,-0.160344,0.508236,0.18015,0.263203,0.12973,-0.974744,-0.632535,0.480208,190.5819,190.505463,0.097931,0.977525,0.973402,0.006541,37.544198,38.09539,1.131393,186.192908,180.080597,12.140584,3.793484,3.768,0.198921,-0.018441,0.18982,0.231132,538.18889,561.236633,47.927315,193.690234,186.94931,13.262257,6.381523,6.428468,0.202301,516.139181,539.813782,48.91655,39.055981,39.539303,1.257365,559.859831,582.55011,50.916161,39.148546,34.184422,3.270617,34.975714,30.039621,3.320887,34.333331,31.116211,2.947269,0.489002,0.627194,0.169527,6.134508,6.193625,0.17962,36.462676,32.252148,2.738074,35.820294,33.328739,2.364643,3.536676,3.533612,0.006957,5.591765,5.579097,0.011689,90.026466,90.010483,0.03574,6.430758,6.39406,0.082058,-3.901099,-3.890989,0.022606,0,0,0,563.415733,563.414185,0.003732,0.00217,0.002111,0.000511,248.252915,NaN,NaN,1.369045,1.36877,0.003437
TESTANMA_7546.LAB,6/3/2020,06:54.8,492.583118,498.092865,4.092203,37.637055,37.599342,0.054293,37.024702,37.597282,1.051603,0.406899,0.624472,0.173733,0.04305,0.08272,0.081799,-2.130197,-0.618507,2.376994,-2.652601,-0.035818,2.046499,3.865042,3.627055,0.34523,2.251364,2.372187,0.207601,5.958756,5.948021,0.071444,6.041465,6.099684,0.042362,186.337874,178.57605,10.338298,0.018245,0.018168,0.000207,-0.055953,-0.696843,1.157555,19.369731,17.333023,1.859328,3.342852,3.483948,0.239747,3.890817,3.795957,0.20565,3.177703,5.578526,1.566385,0.119686,-0.23256,0.517713,1.107326,1.343501,0.139467,3.554621,2.90936,1.688183,-4.914367,-2.790905,1.428635,0.026846,0.020674,0.004624,-0.003157,-0.022449,0.412164,0.079882,0.257492,0.138574,-0.558537,-0.787425,0.14837,190.638992,190.505463,0.097931,0.978156,0.97668,0.001082,37.637055,37.599342,0.054293,186.337874,178.57605,10.338298,3.890817,3.795957,0.20565,0.04305,0.08272,0.081799,533.774795,538.601685,2.907635,193.829558,185.345047,11.357384,6.284317,6.329405,0.055007,512.386268,516.832397,2.748262,39.150269,39.015194,0.174732,555.233815,558.873901,2.257838,39.517944,34.967918,4.066931,35.238045,30.792364,4.069561,34.998674,31.257486,3.147687,0.406899,0.624472,0.173733,6.041448,6.099664,0.042367,37.449096,33.106064,3.62252,37.209725,33.571186,2.73916,3.536698,3.536717,0.000186,5.593496,5.580081,0.012836,90.026466,90.026466,0,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.416233,563.413452,0.002502,0.001875,0.002244,0.000228,237.772263,NaN,NaN,1.370611,1.368025,0.002055
TESTANMA_7546.LAB,6/3/2020,06:55.0,488.094265,495.058777,4.85228,37.844749,37.659309,0.113001,37.164564,37.179909,0.500895,0.486795,0.589861,0.181966,0.257553,0.121242,0.11135,1.536416,0.123868,2.348638,-1.799164,-0.532117,2.12807,3.889179,3.787018,0.179158,2.761857,2.418288,0.268455,5.845268,5.948354,0.070836,5.917135,6.068547,0.093452,186.786251,183.394135,5.627532,0.018601,0.018315,0.000199,-0.542321,-0.308069,0.597105,19.405768,17.541843,2.052348,3.763717,3.481516,0.236078,3.822308,3.751188,0.155918,2.015774,4.733356,2.150359,-0.351604,-0.110042,0.34494,0.652774,1.180512,0.318845,2.203939,3.287405,1.054218,-9.053541,-3.906418,3.18957,0.02682,0.022686,0.004684,0.9132,0.052042,0.550005,-0.037102,0.16277,0.147215,0.132718,-0.600596,0.435889,190.638992,190.546173,0.103694,0.978156,0.97713,0.001146,37.844749,37.659309,0.113001,186.786251,183.394135,5.627532,3.822308,3.751188,0.155918,0.257553,0.121242,0.11135,528.142954,536.005493,5.07793,194.34467,190.637512,6.163504,6.156542,6.307438,0.094339,507.845208,514.539795,4.432024,39.376162,39.142067,0.15588,549.514472,557.102051,4.796938,36.871222,36.157825,3.403346,32.666683,32.031517,3.294166,33.369891,32.251598,2.783145,0.486795,0.589861,0.181966,5.917105,6.068527,0.093458,36.338551,34.49435,3.144301,37.04176,34.714439,2.760375,3.536586,3.536635,0.000104,5.579235,5.579953,0.012842,90.026466,90.026466,0,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.41384,563.413635,0.002494,0.001557,0.002071,0.000353,261.863809,NaN,NaN,1.370548,1.368459,0.002356
TESTANMA_7547.LAB,6/3/2020,06:55.2,490.771057,493.100281,3.971277,37.381188,37.614464,0.169901,36.247831,36.821342,0.349497,0.729909,0.58735,0.179402,0.184617,0.132184,0.115041,1.268051,0.283368,2.404483,-6.022887,-2.015706,2.895863,3.909492,3.875329,0.025408,1.899017,2.294993,0.343679,5.969109,5.958669,0.068956,6.015286,6.050082,0.092923,187.473386,186.190704,1.238224,0.018934,0.018471,0.000314,0.120421,-0.037293,0.310964,15.373154,17.324045,2.244371,3.024541,3.359117,0.288453,3.248003,3.647969,0.272488,5.079538,4.425185,1.909206,-0.515364,-0.106529,0.339605,1.514731,1.202674,0.341315,4.027557,3.657639,0.876584,-1.021393,-3.626762,3.406441,0.017748,0.022761,0.004579,-0.090192,0.004469,0.549953,-0.116176,0.071111,0.150272,1.014177,-0.237505,0.816706,190.638992,190.586868,0.088165,0.978156,0.977579,0.000974,37.381188,37.614464,0.169901,187.473386,186.190704,1.238224,3.248003,3.647969,0.272488,0.184617,0.132184,0.115041,532.179802,534.372375,4.626282,195.100879,193.701691,1.32735,6.260014,6.293983,0.095589,510.738502,512.978943,4.02548,38.902034,39.130997,0.17327,553.832065,555.915649,4.706709,33.021014,36.349625,3.130934,29.448211,32.336857,2.860122,30.47894,32.549915,2.399255,0.729909,0.58735,0.179402,6.015274,6.050065,0.09293,30.855485,34.556679,3.048031,31.886214,34.769737,2.684348,3.537612,3.53681,0.000457,5.600296,5.585676,0.014503,90.026466,90.026466,0,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.41792,563.414856,0.002846,0.001755,0.001944,0.000323,357.627798,NaN,NaN,1.368887,1.368872,0.00217
TESTANMA_7548.LAB,6/3/2020,06:55.4,493.687838,492.259369,3.038418,37.265055,37.534451,0.225261,40.902925,37.633198,1.860904,0.791258,0.580773,0.168843,0.182954,0.129947,0.113635,-0.939137,-0.521776,1.838573,-1.345256,-2.704699,1.915945,3.915934,3.890073,0.022627,2.188487,2.232731,0.324991,6.017647,5.964074,0.073025,6.098213,6.041324,0.083699,187.691115,186.896301,0.667735,0.018193,0.018422,0.000338,0.673131,0.096319,0.447337,15.085296,17.424274,2.097829,2.869189,3.2332,0.344264,3.642213,3.679365,0.257693,6.282836,4.282779,1.682742,-0.30987,-0.147192,0.35157,0.888644,1.112234,0.35518,3.857573,3.625562,0.862931,0.665139,-3.218667,3.838429,0.012642,0.021693,0.006279,-0.239862,0.004686,0.549832,-0.020149,0.017321,0.114689,-0.119704,-0.101218,0.753552,190.532175,190.606201,0.048207,0.976132,0.977625,0.000878,37.265055,37.534451,0.225261,187.691115,186.896301,0.667735,3.642213,3.679365,0.257693,0.182954,0.129947,0.113635,534.810466,533.419373,3.680596,195.340522,194.461166,0.739818,6.346739,6.285827,0.086964,513.808254,512.183472,3.131967,38.783804,39.05365,0.228669,556.606839,555.009399,3.798317,33.254472,36.36264,3.114604,29.248038,32.315338,2.888424,29.867778,32.609722,2.308368,0.791258,0.580773,0.168843,6.098204,6.041307,0.083707,31.208946,34.462952,3.163708,31.828685,34.757336,2.701065,3.536844,3.536884,0.000418,5.582155,5.589389,0.008616,89.806244,89.982422,0.098486,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.414871,563.41571,0.001536,0.002324,0.001936,0.00031,334.662504,288.035858,54.339607,1.368392,1.369497,0.001018
TESTANMA_7549.LAB,6/3/2020,06:55.6,495.62187,492.151672,2.870399,37.277341,37.481079,0.252358,45.34649,39.337303,3.813635,0.786836,0.640339,0.180507,0.201483,0.173931,0.079179,-2.838645,-0.620702,1.969758,3.949689,-1.574044,3.590617,3.916906,3.899311,0.022173,2.670108,2.354167,0.357495,6.02972,5.9641,0.073055,6.147729,6.043965,0.087499,187.720655,187.201859,0.612668,0.017442,0.018283,0.000557,1.003954,0.239847,0.609332,15.83089,17.012966,2.18415,2.91655,3.18337,0.373285,4.141705,3.749009,0.332455,6.597878,4.630746,1.984303,-0.087057,-0.228842,0.247642,0.103024,0.8533,0.525926,3.237254,3.376189,0.721339,0.152793,-2.834274,4.106734,0.010283,0.018868,0.007756,-0.117203,0.092557,0.466507,0.085492,-0.001611,0.085083,-1.360003,-0.17827,0.875096,190.435486,190.576935,0.091603,0.9743,0.97698,0.001736,37.277341,37.481079,0.252358,187.720655,187.201859,0.612668,4.141705,3.749009,0.332455,0.201483,0.173931,0.079179,536.136466,533.008911,3.081352,195.373241,194.79776,0.681974,6.398335,6.289189,0.091781,515.826303,512.120911,3.034797,38.796983,39.00185,0.255741,557.99251,554.635864,3.255147,34.403438,35.41362,2.755768,29.847562,31.289707,2.60407,30.021676,31.747395,2.30886,0.786836,0.640339,0.180507,6.147718,6.04395,0.087507,32.886998,33.747814,2.998492,33.061112,34.205498,2.711443,3.535892,3.536727,0.000615,5.560358,5.583108,0.015304,89.606903,89.898514,0.188856,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.411072,563.414795,0.002581,0.002787,0.002059,0.000494,290.19516,296.424316,49.702419,1.368358,1.369359,0.001134
TESTANMA_7549.LAB,6/3/2020,06:55.8,495.62187,492.759369,3.277433,37.277341,37.409138,0.248012,45.34649,41.001659,4.332639,0.786836,0.716327,0.130793,0.201483,0.205618,0.030357,-2.838645,-0.762392,2.124859,3.949689,-0.253585,4.248542,3.916906,3.909684,0.011873,2.670108,2.437915,0.375962,6.02972,5.978293,0.078451,6.147729,6.065218,0.098902,187.720655,187.478409,0.400536,0.017442,0.018123,0.000674,1.003954,0.451828,0.662726,15.83089,16.305201,1.762125,2.91655,3.098109,0.376423,4.141705,3.799187,0.375372,6.597878,5.31478,1.947344,-0.087057,-0.27019,0.183976,0.103024,0.652439,0.592253,3.237254,3.312716,0.715654,0.152793,-1.820842,4.090282,0.010283,0.015555,0.006996,-0.117203,0.069748,0.475066,0.085492,-0.000489,0.086452,-1.360003,-0.338563,1.023058,190.435486,190.536224,0.101778,0.9743,0.976209,0.001928,37.277341,37.409138,0.248012,187.720655,187.478409,0.400536,4.141705,3.799187,0.375372,0.201483,0.205618,0.030357,536.136466,533.481262,3.393323,195.373241,195.106506,0.440878,6.398335,6.311993,0.103663,515.826303,512.808899,3.468888,38.796983,38.93119,0.253276,557.99251,555.187622,3.597599,34.403438,34.39072,1.526464,29.847562,30.211613,1.396754,30.021676,30.751993,1.481259,0.786836,0.716327,0.130793,6.147718,6.065204,0.09891,32.886998,32.835396,2.170415,33.061112,33.375774,2.135986,3.535892,3.536565,0.000721,5.560358,5.57648,0.016784,89.606903,89.814598,0.209834,6.430758,6.430758,0,-3.901099,-3.901099,0,0,0,0,563.411072,563.413757,0.002866,0.002787,0.002242,0.000571,290.19516,306.908875,38.504639,1.368358,1.368909,0.000944
