Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
TESTANMA_9242.LAB,6/3/2020,44:03.0,417.94441,533.955261,65.00074,35.199806,39.943012,2.673882,32.613307,38.691418,3.564585,0.800328,0.713603,0.09409,0.290425,0.094373,0.118916,-0.874357,-0.232212,1.584469,-11.254143,-1.658779,5.428397,2.869511,3.452589,0.328744,1.060278,1.378889,0.355172,5.92344,5.777146,0.113748,5.965527,5.904171,0.094639,163.126291,192.69754,16.574984,0.017422,0.018754,0.000965,-0.535639,-0.258748,0.664412,19.373092,21.431828,1.401292,2.498383,3.574838,0.722812,4.193749,4.033122,0.175197,0.735369,2.321938,1.969895,1.014375,0.223018,0.54467,1.578418,1.603939,0.121044,5.097183,3.414886,2.301591,0.226427,-1.431762,2.208095,0.02899,0.027487,0.015482,2.013215,0.761486,0.871071,0.263566,0.19064,0.079413,-2.39564,-0.221564,1.305847,190.537247,190.455841,0.045509,0.958877,0.966786,0.005584,35.199806,39.943012,2.673882,163.126291,192.69754,16.574984,4.193749,4.033122,0.175197,0.290425,0.094373,0.118916,458.241399,577.313171,66.642036,167.945505,199.636673,17.764904,6.141753,6.115217,0.094329,430.291676,553.236938,68.891991,36.239708,41.379326,2.897581,471.779152,598.15033,70.736023,39.80411,43.719646,2.924332,35.190986,39.283215,3.037491,33.162236,38.837177,3.963459,0.800328,0.713603,0.09409,5.965514,5.904096,0.094688,38.06617,41.291328,3.002963,36.03742,40.845287,3.935326,3.59716,3.587981,0.005211,5.147434,5.153077,0.008425,89.347176,90.146347,0.44675,6.229959,6.182876,0.026321,-3.830769,-3.837802,0.003932,0,0,0,563.137939,563.15271,0.008716,0.002144,0.002438,0.000841,NaN,NaN,NaN,1.338046,1.338111,0.001607
TESTANMA_9242.LAB,6/3/2020,44:03.2,412.847127,505.273834,82.093224,34.563187,38.74493,3.535228,33.176279,37.161476,4.030562,0.670194,0.72596,0.079791,0.164422,0.111249,0.122312,-0.440393,-0.585868,1.325351,-6.300755,-2.803571,5.737911,3.173089,3.380826,0.345821,1.500521,1.328141,0.302324,5.900523,5.830639,0.089312,5.981281,5.94899,0.050308,173.329888,187.709473,18.156044,0.017606,0.018581,0.001097,-0.251859,-0.075839,0.440083,21.338302,21.098774,1.099799,3.088137,3.449282,0.746322,3.939591,3.975118,0.137926,2.947701,2.781259,1.736875,0.102388,0.17703,0.542838,1.567559,1.590714,0.120593,5.312608,3.422092,2.308922,-0.703844,-0.729916,1.567957,0.021052,0.025666,0.015625,1.33049,1.074051,0.686051,0.2096,0.206847,0.071446,-1.430521,-0.696899,1.203041,190.537247,190.476181,0.055737,0.961868,0.9643,0.003924,34.563187,38.74493,3.535228,173.329888,187.709473,18.156044,3.939591,3.975118,0.137926,0.164422,0.111249,0.122312,452.722922,547.440857,83.982094,179.053775,194.341599,19.43652,6.177411,6.157136,0.047293,426.360953,523.185181,86.630867,35.693698,40.110401,3.788969,467.542301,566.83313,88.732941,42.256837,43.365242,2.984253,37.923286,38.992615,3.095315,37.718509,38.638554,3.996074,0.670194,0.72596,0.079791,5.981261,5.94894,0.050345,40.607908,41.29892,3.00073,40.403132,40.944862,3.911824,3.597875,3.590559,0.006409,5.151905,5.151521,0.007575,89.347176,89.946548,0.547154,6.229959,6.194646,0.032236,-3.830769,-3.836044,0.004815,0,0,0,563.146381,563.150513,0.008626,0.002552,0.002292,0.000712,NaN,NaN,NaN,1.338137,1.338091,0.001605
TESTANMA_9242.LAB,6/3/2020,44:03.4,407.638159,473.966125,83.844337,33.912619,37.293449,3.772517,33.751586,35.618328,3.397147,0.537209,0.669046,0.094492,0.035659,0.098806,0.127085,0.003078,-0.744134,1.155713,-1.238833,-3.181837,5.510968,3.483319,3.358052,0.331462,1.950411,1.524704,0.327735,5.877103,5.849576,0.086526,5.997381,5.958751,0.054747,183.757053,184.371613,16.705198,0.017794,0.018421,0.001152,0.038138,0.004434,0.410144,23.346571,21.519178,1.498822,3.690812,3.490684,0.754414,3.679865,3.909196,0.187323,5.208508,3.502636,1.868489,-0.829581,-0.055204,0.688913,1.556461,1.608501,0.103182,5.532753,4.30196,2.041476,-1.654497,-1.327944,1.076344,0.01294,0.018361,0.008735,0.632806,1.168468,0.547406,0.154451,0.183666,0.064115,-0.444256,-0.849347,1.084766,190.537247,190.496536,0.055737,0.964924,0.963512,0.003083,33.912619,37.293449,3.772517,183.757053,184.371613,16.705198,3.679865,3.909196,0.187323,0.035659,0.098806,0.127085,447.083531,515.561523,86.192322,190.405437,190.837402,17.893164,6.213851,6.165801,0.053871,422.344104,490.607666,88.079964,35.135724,38.596252,3.999052,463.212617,533.65332,90.620308,44.763305,43.745934,3.024798,40.715453,39.44582,3.161093,42.374614,39.556229,4.268944,0.537209,0.669046,0.094492,5.997352,5.958708,0.054783,43.205338,42.028988,2.913144,44.864499,42.1394,4.03805,3.598605,3.593355,0.00622,5.156474,5.153155,0.007588,89.347176,89.746758,0.547154,6.229959,6.206418,0.032236,-3.830769,-3.834286,0.004815,0,0,0,563.155007,563.150757,0.008742,0.002968,0.002237,0.000625,NaN,NaN,NaN,1.33823,1.338325,0.001499
TESTANMA_9243.LAB,6/3/2020,44:03.6,406.877296,441.640045,67.929039,33.640335,35.73806,3.208204,31.926558,34.011631,2.647336,0.461034,0.622817,0.130157,0.2329,0.141145,0.129998,0.272133,-0.740399,1.159766,-1.194846,-3.741897,5.023562,3.573039,3.349721,0.323834,0.841334,1.357179,0.427937,5.842869,5.849659,0.086518,5.968181,5.955073,0.053,184.506953,180.945038,13.778379,0.018176,0.018054,0.000734,1.125285,0.174039,0.65401,23.0525,21.908802,1.612906,3.508516,3.46151,0.749304,3.344098,3.811382,0.318621,4.697813,3.768878,1.937816,-1.277756,-0.231027,0.883249,2.889263,1.827965,0.593393,2.520886,4.671103,1.225539,0.072845,-0.874471,1.097398,0.004989,0.014899,0.010107,0.38471,1.023939,0.652823,0.022969,0.148608,0.094747,-1.415287,-1.053447,1.073807,190.537247,190.516876,0.045509,0.965624,0.963448,0.003023,33.640335,35.73806,3.208204,184.506953,180.945038,13.778379,3.344098,3.811382,0.318621,0.2329,0.141145,0.129998,443.038516,482.049164,71.288727,191.343648,187.265778,14.831422,6.189288,6.161448,0.050045,421.9539,457.032867,71.176918,34.886849,36.979504,3.373622,459.45487,498.844421,74.709633,49.051344,44.767342,3.856464,45.372837,40.574821,4.142668,47.928349,41.036877,5.724674,0.461034,0.622817,0.130157,5.968144,5.955031,0.053038,45.985789,42.745621,3.423977,48.541301,43.207676,4.9844,3.598772,3.595848,0.005082,5.15752,5.155552,0.006377,89.347176,89.546967,0.44675,6.229959,6.218188,0.026321,-3.830769,-3.832528,0.003932,0,0,0,563.156982,563.151306,0.009124,0.003064,0.002401,0.000726,318.153046,NaN,NaN,1.338251,1.338671,0.001133
TESTANMA_9245.LAB,6/3/2020,44:03.8,408.271398,410.715668,4.663057,33.953491,34.253887,0.627211,35.141509,33.321846,1.22126,0.496846,0.593122,0.140283,0.263158,0.197313,0.10184,1.032061,-0.001496,0.724163,-5.784655,-5.154646,4.181147,3.604883,3.340768,0.313937,0.301968,1.130902,0.629321,5.730469,5.85488,0.075664,6.023597,5.987193,0.023952,185.397398,178.023529,9.659707,0.017725,0.017745,0.000279,1.337967,0.342778,0.839752,20.610817,21.544256,1.669642,3.173853,3.19194,0.45859,3.346737,3.700808,0.371839,3.215783,3.361035,1.752584,-0.93458,-0.385031,0.934412,2.463492,2.011039,0.625793,1.68701,4.030088,1.789501,-0.325993,-0.477012,0.751316,0.018125,0.017219,0.008971,0.769269,1.026098,0.651742,0.039993,0.138116,0.104883,-0.491254,-1.235392,0.805644,190.537247,190.537247,0,0.965624,0.963383,0.002959,33.953491,34.253887,0.627211,185.397398,178.023529,9.659707,3.346737,3.700808,0.371839,0.263158,0.197313,0.10184,443.911899,448.999664,6.410237,192.331096,184.215897,10.563437,6.248827,6.194226,0.040084,423.539895,424.898102,3.473712,35.22335,35.435871,0.536029,460.513354,464.500427,5.129462,45.392761,44.25367,3.477099,41.711351,40.182781,3.859413,43.580511,40.952843,5.673144,0.496846,0.593122,0.140283,6.023546,5.987163,0.023942,42.355264,42.04409,2.95249,44.224425,42.814156,4.762619,3.598477,3.598178,0.000662,5.160356,5.154738,0.005091,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.156677,563.150574,0.0083,0.002777,0.002701,0.000368,300.005478,NaN,NaN,1.337441,1.338021,0.000334
TESTANMA_9246.LAB,6/3/2020,44:04.0,404.691135,408.065002,2.9953,34.138037,34.041534,0.341601,34.901297,33.779449,1.314492,0.613458,0.555748,0.085458,0.277768,0.194782,0.099067,4.453271,1.06403,1.968755,-0.253828,-2.954583,2.852224,3.580887,3.483043,0.179297,1.068597,1.132566,0.629099,5.80775,5.831743,0.066603,5.958244,5.985737,0.025753,184.183934,182.235031,5.01444,0.018384,0.017937,0.000328,2.05594,0.861094,0.954042,20.615711,21.79278,1.321953,3.343757,3.361015,0.245109,4.037339,3.669526,0.323429,3.084472,3.830856,1.044618,0.481793,-0.491547,0.746462,2.202302,2.135815,0.578369,3.956944,3.80204,1.68937,1.392881,-0.243722,1.11663,0.028779,0.017177,0.008903,-0.269081,0.569639,0.583178,-0.002673,0.084868,0.092071,0.15178,-0.725908,0.684918,190.537247,190.537247,0,0.965624,0.964733,0.00163,34.138037,34.041534,0.341601,184.183934,182.235031,5.01444,4.037339,3.669526,0.323429,0.277768,0.194782,0.099067,442.786116,445.9086,4.177014,191.024343,188.831665,5.510169,6.179471,6.20177,0.030028,419.720922,422.783936,2.430591,35.405834,35.269093,0.302068,459.230381,461.990723,3.483736,50.733959,46.439644,3.415556,46.292886,42.40316,3.440391,45.3293,43.386257,3.794421,0.613458,0.555748,0.085458,5.958194,5.9857,0.025752,46.851575,43.801174,2.584574,45.887989,44.784267,2.951597,3.59799,3.598344,0.000392,5.162743,5.1578,0.004109,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.156099,563.154175,0.004464,0.002608,0.002794,0.000222,288.674791,NaN,NaN,1.33653,1.337718,0.000743
TESTANMA_9247.LAB,6/3/2020,44:04.2,405.253972,406.546387,1.532108,33.451203,33.819138,0.271953,32.239153,33.592018,1.478564,0.592736,0.540257,0.063801,0.100912,0.18208,0.107633,2.239726,1.600054,1.815651,4.915503,-0.711332,3.811864,3.599662,3.568358,0.049307,1.228567,1.078175,0.600436,5.740754,5.799788,0.063614,5.930716,5.975624,0.035878,184.635178,184.496109,0.60734,0.01716,0.017848,0.000471,0.922479,1.095962,0.729738,20.498277,21.624775,1.442073,3.474149,3.438218,0.192904,3.741662,3.629941,0.29277,6.268965,4.495108,1.353067,-0.638248,-0.639674,0.668557,1.778471,2.177998,0.53243,-0.160527,2.707413,2.17054,-0.176826,-0.138318,1.086815,0.020471,0.017061,0.008843,-0.10741,0.282059,0.454526,0.109459,0.06484,0.065095,0.541168,-0.33157,0.742957,190.537247,190.537247,0,0.965624,0.965484,0.000313,33.451203,33.819138,0.271953,184.635178,184.496109,0.60734,3.741662,3.629941,0.29277,0.100912,0.18208,0.107633,438.544648,443.072937,3.056859,191.529606,191.326828,0.705411,6.152095,6.196706,0.036581,420.386476,421.58905,1.536644,34.700295,35.070412,0.278768,454.920247,459.466309,2.993891,44.010284,46.790333,2.934922,39.894455,42.797398,2.863232,41.17095,44.076744,2.64532,0.592736,0.540257,0.063801,5.930642,5.975576,0.035888,40.899469,43.859486,2.496301,42.175964,45.138832,2.336023,3.597326,3.598234,0.000585,5.158606,5.15914,0.002473,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.154676,563.155945,0.001016,0.002672,0.002818,0.000194,342.701195,NaN,NaN,1.33625,1.33734,0.000932
TESTANMA_9248.LAB,6/3/2020,44:04.4,406.482636,406.315277,1.408411,33.508696,33.738354,0.296158,36.399257,34.121559,1.949211,0.618757,0.556566,0.072639,0.002087,0.175365,0.11945,-1.808556,1.237727,2.323695,3.290297,0.194494,4.175925,3.608658,3.593425,0.015613,1.388184,0.96573,0.422548,5.776952,5.779758,0.046704,5.968822,5.969913,0.033759,185.444267,184.833542,0.561007,0.018366,0.017962,0.000521,1.288495,1.346033,0.428798,19.581923,20.871845,1.293488,3.343598,3.368774,0.13218,3.619563,3.617879,0.291439,3.656839,4.184774,1.326215,-0.582659,-0.59029,0.660088,1.158344,2.098374,0.662498,0.933225,1.787507,1.563573,-2.111629,-0.229744,1.2528,0.019926,0.018458,0.008577,0.537404,0.262978,0.437816,-0.048073,0.024335,0.05802,0.130026,-0.216714,0.765237,190.537247,190.537247,0,0.965624,0.965624,0,33.508696,33.738354,0.296158,185.444267,184.833542,0.561007,3.619563,3.617879,0.291439,0.002087,0.175365,0.11945,440.924556,441.841156,2.140191,192.387069,191.72316,0.608321,6.192221,6.192381,0.035304,421.700672,421.460358,1.483631,34.763178,34.995903,0.305456,457.432204,458.310211,2.195082,42.056868,46.249046,3.580745,38.075348,42.269375,3.512891,39.240667,43.449959,3.410167,0.618757,0.556566,0.072639,5.968765,5.969859,0.033766,40.01716,43.221851,3.050768,41.182478,44.402431,2.945083,3.597329,3.597979,0.000657,5.1539,5.158625,0.003298,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.153809,563.15564,0.001362,0.002043,0.002633,0.000373,398.065613,329.52002,43.419147,1.336381,1.336971,0.000855
TESTANMA_9249.LAB,6/3/2020,44:04.6,407.336965,406.407227,1.468011,33.68549,33.747383,0.293095,38.078856,35.352013,2.148823,0.556262,0.575612,0.050412,0.020497,0.132885,0.131076,-0.344929,1.114315,2.402838,-0.28556,0.376351,4.119716,3.623142,3.603446,0.015333,2.156765,1.228816,0.665433,5.772941,5.765773,0.030866,6.013707,5.979017,0.03892,185.722336,185.07663,0.641634,0.019304,0.018188,0.000804,2.28504,1.577984,0.569971,18.760673,20.013481,0.823148,3.734224,3.413916,0.2084,3.630045,3.675069,0.249291,1.302153,3.505642,1.787147,-0.200672,-0.374873,0.545444,1.846159,1.889753,0.493991,3.730467,2.029424,1.783513,-3.045517,-0.853417,1.744291,0.03407,0.024274,0.006845,1.086661,0.403368,0.577022,-0.073053,0.005131,0.072636,-0.177112,0.030921,0.387532,190.491911,190.528168,0.020274,0.965624,0.965624,0,33.68549,33.747383,0.293095,185.722336,185.07663,0.641634,3.630045,3.675069,0.249291,0.020497,0.132885,0.131076,444.752922,442.184021,2.488907,192.70433,191.995285,0.694372,6.239728,6.202468,0.040953,422.650227,421.599609,1.571615,34.951837,35.0089,0.301006,461.472715,458.713776,2.605303,46.956786,45.830132,3.280911,42.963736,41.787556,3.124561,43.365081,42.5373,2.361328,0.556262,0.575612,0.050412,6.013655,5.978961,0.038928,46.111823,43.247051,3.079698,46.513168,43.996803,2.301975,3.597498,3.597724,0.000501,5.16465,5.160051,0.004135,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.155957,563.155396,0.001176,0.002803,0.002581,0.000311,362.50522,338.390442,45.017441,1.337428,1.336806,0.000582
TESTANMA_9250.LAB,6/3/2020,44:04.8,404.858702,405.72467,1.141676,33.699508,33.696587,0.269504,35.169723,35.357658,2.148169,0.620748,0.600392,0.027057,0.145974,0.109448,0.11088,-3.345219,0.238858,3.128221,0.94677,1.722636,2.301803,3.600876,3.602645,0.015344,1.357624,1.439947,0.420079,5.760563,5.771792,0.024548,5.989048,5.972107,0.03136,183.955305,184.788208,0.77222,0.018523,0.018348,0.000768,0.845758,1.479542,0.657564,20.328768,19.957071,0.78054,3.651439,3.509433,0.178109,3.443307,3.694383,0.219448,6.710825,4.204651,2.265044,0.031409,-0.181675,0.462386,2.161957,1.829446,0.419178,5.921961,2.876414,2.458216,-1.459707,-1.080159,1.732235,0.031936,0.027036,0.006523,0.599726,0.36946,0.554694,0.066005,0.010333,0.076582,1.664409,0.462054,0.718847,190.435486,190.507828,0.044953,0.965624,0.965624,0,33.699508,33.696587,0.269504,183.955305,184.788208,0.77222,3.443307,3.694383,0.219448,0.145974,0.109448,0.11088,444.48017,442.297699,2.598112,190.826807,191.694427,0.825924,6.212719,6.195247,0.033181,419.981929,420.888092,1.245041,34.958357,34.955898,0.276106,461.083396,458.827789,2.713946,45.831131,45.917809,3.272147,42.043493,41.853985,3.126066,41.980675,42.217335,2.292004,0.620748,0.600392,0.027057,5.988991,5.972049,0.031366,43.694073,43.51482,3.040731,43.631255,43.87817,2.302597,3.59771,3.59757,0.000282,5.17803,5.163586,0.00907,89.347176,89.347176,0,6.229959,6.229959,0,-3.830769,-3.830769,0,0,0,0,563.15863,563.155884,0.001831,0.003749,0.002775,0.000617,318.246765,342.038727,41.749535,1.33873,1.337064,0.00104
