Spectrum,Date,Time,"NO (350,3000) 191C","NO (350,3000) 191C average","NO (350,3000) 191C stdev",NO2 (150) 191C (1of2),NO2 (150) 191C (1of2) average,NO2 (150) 191C (1of2) stdev,NO2 (2000) 191C (2of2),NO2 (2000) 191C (2of2) average,NO2 (2000) 191C (2of2) stdev,"N2O (100,200,300) 191C (1of2)","N2O (100,200,300) 191C (1of2) average","N2O (100,200,300) 191C (1of2) stdev",NH3 (300) 191C (1of2),NH3 (300) 191C (1of2) average,NH3 (300) 191C (1of2) stdev,NH3 (3000) 191C (2of2),NH3 (3000) 191C (2of2) average,NH3 (3000) 191C (2of2) stdev,HNCO (400) 191C,HNCO (400) 191C average,HNCO (400) 191C stdev,H2O% (25) 191C,H2O% (25) 191C average,H2O% (25) 191C stdev,"Formaldehyde (70,500) 191C","Formaldehyde (70,500) 191C average","Formaldehyde (70,500) 191C stdev",CO2 low% (4) 191C (2of2),CO2 low% (4) 191C (2of2) average,CO2 low% (4) 191C (2of2) stdev,CO2% (20) 191C (1of2) R4,CO2% (20) 191C (1of2) R4 average,CO2% (20) 191C (1of2) R4 stdev,CO (500) 191C (1of3),CO (500) 191C (1of3) average,CO (500) 191C (1of3) stdev,CO% (1) 191C (2of3),CO% (1) 191C (2of3) average,CO% (1) 191C (2of3) stdev,"Propylene (200,1000) 191C","Propylene (200,1000) 191C average","Propylene (200,1000) 191C stdev",Diesel C1 (4500) 191C,Diesel C1 (4500) 191C average,Diesel C1 (4500) 191C stdev,"Ethylene (100,3000) 191C","Ethylene (100,3000) 191C average","Ethylene (100,3000) 191C stdev",CH4 (250) 191C (1of2),CH4 (250) 191C (1of2) average,CH4 (250) 191C (1of2) stdev,CH4 (3000) 191C (2of2),CH4 (3000) 191C (2of2) average,CH4 (3000) 191C (2of2) stdev,Ethane (1000) 191C,Ethane (1000) 191C average,Ethane (1000) 191C stdev,Acetylene (1000) 191C,Acetylene (1000) 191C average,Acetylene (1000) 191C stdev,HNO2 (20) 191C,HNO2 (20) 191C average,HNO2 (20) 191C stdev,N2O (1040) 191C (2of2),N2O (1040) 191C (2of2) average,N2O (1040) 191C (2of2) stdev,CO% (10) 191C (3of3),CO% (10) 191C (3of3) average,CO% (10) 191C (3of3) stdev,MeOH (1000) 191C,MeOH (1000) 191C average,MeOH (1000) 191C stdev,Formic Acid (100) 191C,Formic Acid (100) 191C average,Formic Acid (100) 191C stdev,SO2 (300) 191C,SO2 (300) 191C average,SO2 (300) 191C stdev,Temp (C),Temp (C) average,Temp (C) stdev,Pressure (Atm),Pressure (Atm) average,Pressure (Atm) stdev,NO2 autorange,NO2 autorange average,NO2 autorange stdev,CO autorange,CO autorange average,CO autorange stdev,CH4 autorange,CH4 autorange average,CH4 autorange stdev,NH3 autorange,NH3 autorange average,NH3 autorange stdev,NOx autorange,NOx autorange average,NOx autorange stdev,CO autorange dry,CO autorange dry average,CO autorange dry stdev,CO2% autorange dry,CO2% autorange dry average,CO2% autorange dry stdev,NO dry,NO dry average,NO dry stdev,NO2 autorange dry,NO2 autorange dry average,NO2 autorange dry stdev,NOx autorange dry,NOx autorange dry average,NOx autorange dry stdev,FIDeq THC ppmC,FIDeq THC ppmC average,FIDeq THC ppmC stdev,FIDeq NMHC ppmC,FIDeq NMHC ppmC average,FIDeq NMHC ppmC stdev,FIDeq NMNEHC ppmC,FIDeq NMNEHC ppmC average,FIDeq NMNEHC ppmC stdev,N2O autorange,N2O autorange average,N2O autorange stdev,CO2% autorange,CO2% autorange average,CO2% autorange stdev,FTIR NMHC ppmC,FTIR NMHC ppmC average,FTIR NMHC ppmC stdev,FTIR NMNEHC ppmC,FTIR NMNEHC ppmC average,FTIR NMNEHC ppmC stdev,Igram DC,Igram DC average,Igram DC stdev,Igram PP,Igram PP average,Igram PP stdev,phase Angle,phase Angle average,phase Angle stdev,laser PP,laser PP average,laser PP stdev,laser DC,laser DC average,laser DC stdev,Bad Scan counter,Bad Scan counter average,Bad Scan counter stdev,Centerburst Location,Centerburst Location average,Centerburst Location stdev,Linearizer Check,Linearizer Check average,Linearizer Check stdev,SNR 2500,SNR 2500 average,SNR 2500 stdev,sBeam @ 2500,sBeam @ 2500 average,sBeam @ 2500 stdev
TESTANMA_7478.LAB,6/3/2020,19:22.0,488.546442,420.600983,38.000145,37.987863,34.115002,2.165791,37.25281,35.496605,1.594005,0.790512,0.592167,0.161085,-0.021501,0.059862,0.112125,4.93354,1.95782,2.138764,6.93237,0.82703,3.599916,2.9312,3.555403,0.349498,0.641468,1.071358,0.419984,4.630245,4.167062,0.259417,4.790449,4.258058,0.29797,187.165672,202.62886,8.716908,0.020046,0.02053,0.000461,-0.710668,0.178475,0.664296,22.789139,21.368439,0.94442,3.742914,3.722522,0.315989,4.94055,4.658504,0.355642,4.034818,6.350235,2.401097,0.572982,0.05011,0.76798,1.377768,0.982,0.254805,6.172724,1.148881,3.031955,6.985307,-2.598464,5.386867,0.060211,0.028931,0.020517,0.238539,0.291599,0.227176,0.188297,-0.021372,0.180105,-0.321028,-0.219766,1.136057,190.638992,190.476181,0.091011,0.960483,0.964158,0.002546,37.987863,34.115002,2.165791,187.165672,202.62886,8.716908,4.94055,4.658504,0.355642,-0.021501,0.059862,0.112125,532.707029,455.864899,42.985085,192.817539,210.126297,9.744686,4.863645,4.339648,0.293373,503.299145,435.996674,37.640198,39.134988,35.366585,2.107304,548.793255,472.546143,42.653419,45.738682,44.010212,1.198381,40.304078,38.885857,1.146207,39.158113,38.785637,2.146092,0.790512,0.592167,0.161085,4.721082,4.186181,0.299433,41.088965,40.233665,0.976426,39.943001,40.133442,1.876839,3.60901,3.622801,0.007738,5.122409,5.152637,0.021457,90.386093,89.800804,0.365379,6.202263,6.337976,0.075866,-3.830769,-3.836044,0.002949,0,0,0,563.156616,563.146301,0.008789,0.001986,0.002163,0.000372,NaN,NaN,NaN,1.331637,1.336715,0.003458
TESTANMA_7478.LAB,6/3/2020,19:22.2,480.786678,436.198395,44.342632,37.723078,35.036785,2.5754,37.722269,36.319977,1.427476,0.668888,0.624206,0.156189,0.137959,0.078705,0.116568,2.236112,1.956775,2.138592,4.702653,2.255344,3.390842,3.246357,3.462325,0.359285,0.638763,0.888299,0.350761,4.59101,4.280211,0.301994,4.770732,4.389221,0.357586,196.760596,201.007614,8.947398,0.020194,0.02052,0.000469,-0.997588,-0.060057,0.846097,22.362041,21.794281,0.767897,3.594063,3.746036,0.296902,4.598688,4.610152,0.340848,5.1074,5.757709,2.230053,0.103758,-0.042025,0.716776,1.526028,1.11605,0.335369,6.026387,2.115094,3.738016,1.806785,-1.409311,5.613286,0.04611,0.031982,0.021958,0.248062,0.295009,0.226165,0.19491,-0.003395,0.199334,0.111589,-0.077258,1.120877,190.594672,190.508026,0.100554,0.959783,0.962926,0.002928,37.723078,35.036785,2.5754,196.760596,201.007614,8.947398,4.598688,4.610152,0.340848,0.137959,0.078705,0.116568,524.536144,473.350281,50.562176,203.407161,208.254929,10.006428,4.843363,4.471931,0.348438,496.891383,451.709625,44.239639,38.988174,36.286087,2.534706,542.107593,490.175934,50.538376,43.10289,44.034218,1.1736,38.044334,38.963055,1.051993,37.836818,39.047104,1.863533,0.668888,0.624206,0.156189,4.686213,4.318078,0.35223,38.725426,40.062145,1.174523,38.51791,40.146191,1.862746,3.609145,3.619179,0.009228,5.147948,5.149571,0.020637,90.386093,89.898232,0.452626,6.202263,6.304048,0.092916,-3.830769,-3.834725,0.003611,0,0,0,563.156084,563.149475,0.00884,0.002669,0.002296,0.000418,NaN,NaN,NaN,1.334077,1.336062,0.003615
TESTANMA_7478.LAB,6/3/2020,19:22.4,472.970411,449.677795,42.926975,37.456366,35.883751,2.525036,38.195147,37.054741,1.197136,0.546378,0.66003,0.088312,0.298579,0.150091,0.120865,-0.480958,1.300021,2.311084,2.4567,2.593753,3.287744,3.56381,3.437642,0.343881,0.636039,0.735735,0.211375,4.55149,4.379115,0.291397,4.750871,4.509514,0.35791,206.425384,200.934235,8.889399,0.020344,0.020456,0.000466,-1.286598,-0.281907,1.01342,21.931834,21.908012,0.72922,3.44413,3.74755,0.294942,4.254336,4.481374,0.326117,6.187792,5.156678,1.27186,-0.368883,-0.252294,0.594972,1.675368,1.30563,0.328644,5.878985,3.271008,3.850789,-3.409445,-1.121422,5.426586,0.031907,0.031879,0.021957,0.257654,0.277982,0.22487,0.201571,0.0408,0.218475,0.547356,0.325032,0.819008,190.550029,190.53093,0.092633,0.959078,0.961553,0.002763,37.456366,35.883751,2.525036,206.425384,200.934235,8.889399,4.254336,4.481374,0.326117,0.298579,0.150091,0.120865,516.305762,488.83252,49.207729,214.073891,208.127975,9.907619,4.822934,4.593712,0.342115,490.436963,465.576965,43.098557,38.840292,37.155464,2.511484,535.37325,506.111145,49.49971,40.447905,43.451164,2.013761,35.768135,38.521648,1.780738,36.505902,39.026241,1.897902,0.546378,0.66003,0.088312,4.65109,4.436565,0.34266,36.344676,39.386391,2.057889,37.082442,39.890976,2.221735,3.609281,3.61576,0.009059,5.173673,5.153159,0.023357,90.386093,90.034462,0.481493,6.202263,6.270119,0.092916,-3.830769,-3.833406,0.003611,0,0,0,563.155549,563.153259,0.005278,0.003357,0.002612,0.000514,NaN,NaN,NaN,1.336535,1.336029,0.003608
TESTANMA_7479.LAB,6/3/2020,19:22.6,471.233942,463.260162,34.512005,37.056475,36.658714,2.035585,38.986513,37.444965,1.475003,0.586149,0.651934,0.093823,0.483742,0.224409,0.187551,-1.2274,1.14057,2.481516,1.197855,2.918713,2.980476,3.678689,3.432393,0.338945,0.64299,0.641581,0.004758,4.598339,4.485078,0.242434,4.738566,4.632751,0.291143,210.860818,201.505493,9.526315,0.020359,0.020279,0.000159,-0.589089,-0.601442,0.711784,21.404274,21.876745,0.75087,3.754892,3.753026,0.294731,4.05071,4.388186,0.376237,6.712559,5.166223,1.286107,-0.183371,-0.155566,0.548166,1.95996,1.523813,0.328463,5.028968,4.66567,2.523857,-3.802155,-0.769738,5.115008,0.000648,0.030462,0.024035,-0.206478,0.10961,0.204627,-0.170037,0.060792,0.184921,0.956378,0.585963,0.756295,190.537247,190.551285,0.076129,0.958877,0.960139,0.00145,37.056475,36.658714,2.035585,210.860818,201.505493,9.526315,4.05071,4.388186,0.376237,0.483742,0.224409,0.187551,513.319386,504.584564,39.048073,218.914219,208.709564,10.550229,4.844373,4.717416,0.282476,489.231323,479.65567,34.691071,38.471687,37.958107,2.029013,532.923934,522.44043,39.305916,43.144105,43.123272,1.870985,38.688324,38.296265,1.641986,39.055065,38.607399,1.50204,0.586149,0.651934,0.093823,4.66616,4.555936,0.281182,38.457939,38.783813,1.705966,38.82468,39.094944,1.518424,3.610036,3.612672,0.007397,5.165795,5.1578,0.023035,90.386093,90.210281,0.393137,6.202263,6.236191,0.075866,-3.830769,-3.832088,0.002949,0,0,0,563.151724,563.154785,0.001956,0.00361,0.002872,0.000637,276.219077,NaN,NaN,1.337407,1.336204,0.003659
TESTANMA_7480.LAB,6/3/2020,19:22.8,471.764617,477.060394,7.492253,37.367364,37.51823,0.354373,42.028395,38.837029,1.895496,0.636846,0.645755,0.093538,-0.01866,0.176024,0.216839,-1.717043,0.74885,2.793841,-5.001884,2.057539,4.513714,3.718407,3.427693,0.333703,1.811592,0.87417,0.524042,4.686145,4.611445,0.050293,4.778394,4.765802,0.020947,211.185851,202.479675,10.35418,0.02021,0.020231,0.000127,-0.733288,-0.863446,0.279556,22.023952,22.102249,0.515182,3.532003,3.6136,0.134578,4.297541,4.428365,0.346903,2.037435,4.816001,1.863755,-0.586987,-0.0925,0.450152,1.188073,1.545439,0.293645,-2.655027,4.090407,3.796869,-3.495186,-0.382939,4.733466,0.030596,0.033895,0.022147,-0.277369,0.052081,0.269641,-0.203872,0.042174,0.209559,-0.395641,0.179731,0.575496,190.537247,190.571625,0.044439,0.958877,0.95942,0.000702,37.367364,37.51823,0.354373,211.185851,202.479675,10.35418,4.297541,4.428365,0.346903,-0.01866,0.176024,0.216839,506.476954,518.669067,10.177652,219.341859,209.710937,11.419445,4.919429,4.858749,0.036852,489.98424,493.968597,6.049605,38.810513,38.849133,0.247528,526.036946,537.046997,8.726503,40.757968,42.638309,2.145782,36.030673,37.767109,1.895574,37.204647,37.95211,1.154823,0.636846,0.645755,0.093538,4.736503,4.69221,0.036058,37.129002,38.349201,1.814296,38.302976,38.534203,1.0284,3.610415,3.609578,0.000614,5.157724,5.15351,0.019833,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.14978,563.153992,0.003023,0.003639,0.003052,0.000713,265.358154,NaN,NaN,1.337496,1.33543,0.002531
TESTANMA_7481.LAB,6/3/2020,19:23.0,477.862328,474.923584,4.195819,38.147468,37.550148,0.410065,41.124621,39.611389,1.877283,0.680425,0.623737,0.056616,0.234645,0.227253,0.186665,2.638503,0.289843,2.014194,0.8797,0.847005,3.598292,3.675898,3.576632,0.193401,0.997273,0.945331,0.508469,4.678085,4.621014,0.058624,4.705381,4.748789,0.028944,212.816826,207.609909,6.51112,0.021105,0.020442,0.000378,0.129985,-0.695316,0.532642,25.726913,22.689804,1.73219,3.838402,3.632698,0.161583,4.860696,4.412394,0.318068,0.291398,4.067317,2.781792,-1.134953,-0.434087,0.466631,1.256576,1.521201,0.315159,2.772771,3.410417,3.631565,-0.452921,-1.870584,2.46329,0.047632,0.031379,0.018884,0.615426,0.127459,0.369123,-0.229012,-0.041288,0.219671,-0.052461,0.233444,0.527615,190.537247,190.551285,0.024873,0.958877,0.959098,0.000393,38.147468,37.550148,0.410065,212.816826,207.609909,6.51112,4.860696,4.412394,0.318068,0.234645,0.227253,0.186665,518.782567,515.884155,6.680358,220.938287,215.335083,7.143637,4.868728,4.859766,0.03709,496.098383,492.528473,3.657118,39.603241,38.942783,0.414788,538.580192,535.004395,6.085264,48.487396,43.188053,3.221255,43.14063,38.334419,2.966568,45.410536,39.202595,3.594773,0.680425,0.623737,0.056616,4.689759,4.685945,0.032315,44.425024,39.016411,3.176089,46.69493,39.88459,3.864114,3.609352,3.609646,0.000551,5.15035,5.159098,0.010724,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.146865,563.152039,0.003901,0.002804,0.003216,0.000454,294.710005,NaN,NaN,1.336781,1.336459,0.001393
TESTANMA_7483.LAB,6/3/2020,19:23.2,473.558231,473.477936,2.620016,37.881047,37.581745,0.432207,41.988555,40.464649,1.7705,0.562789,0.602518,0.055331,0.228249,0.245311,0.18012,-0.126256,-0.18263,1.695357,2.399655,0.386405,3.093329,3.69176,3.665713,0.059396,0.970165,1.011612,0.479278,4.652283,4.633268,0.05717,4.715992,4.737841,0.028922,210.710892,210.399948,2.375144,0.020976,0.020599,0.00041,1.212487,-0.253301,0.962586,23.932742,23.003942,1.799026,4.121446,3.738174,0.267484,4.717896,4.436236,0.339283,2.641896,3.574216,2.769828,-0.841178,-0.623074,0.377108,1.802325,1.57646,0.3395,2.788338,2.762807,3.324144,-1.828184,-2.597578,1.423671,0.040051,0.030167,0.01787,0.859784,0.249803,0.497977,0.030436,-0.074183,0.185044,0.052553,0.221637,0.531669,190.537247,190.539795,0.005718,0.958877,0.958917,0.00009,37.881047,37.581745,0.432207,210.710892,210.399948,2.375144,4.717896,4.436236,0.339283,0.228249,0.245311,0.18012,514.227616,513.822449,4.613659,218.78766,218.411179,2.571928,4.860653,4.863224,0.035967,491.710284,491.492249,2.727799,39.333086,39.011765,0.451298,533.93859,533.370483,4.622103,51.428445,44.853161,4.887222,46.23876,39.973305,4.587123,47.921115,41.219452,5.135617,0.562789,0.602518,0.055331,4.681211,4.684945,0.032382,47.972234,40.865772,5.083589,49.654589,42.111923,5.668013,3.609346,3.609686,0.000511,5.150313,5.159571,0.010146,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.146851,563.150208,0.003671,0.002799,0.003242,0.000417,294.855896,NaN,NaN,1.336777,1.336999,0.000426
TESTANMA_7484.LAB,6/3/2020,19:23.4,469.065095,472.696838,3.302386,37.245081,37.53949,0.457139,39.682749,40.762169,1.374484,0.372802,0.567803,0.11815,0.117357,0.209066,0.184891,-1.335908,-0.353621,1.774246,5.81621,1.058307,3.911973,3.712518,3.695454,0.019334,0.912161,1.066836,0.439436,4.57705,4.638381,0.048518,4.631572,4.713981,0.053905,211.87485,211.489838,0.866598,0.02094,0.020718,0.000404,-0.337406,-0.063462,0.78509,23.304751,23.278524,1.696324,4.102035,3.869756,0.247767,4.348757,4.45512,0.329103,3.747014,3.08606,2.381984,0.480223,-0.453253,0.627953,1.207789,1.482944,0.368595,1.262535,1.839517,2.849458,3.792748,-1.15714,3.078562,0.016259,0.027037,0.018833,0.071512,0.212575,0.504162,0.151224,-0.084252,0.166753,-0.126682,0.08683,0.513579,190.564432,190.542694,0.01216,0.962912,0.959684,0.001805,37.245081,37.53949,0.457139,211.87485,211.489838,0.866598,4.348757,4.45512,0.329103,0.117357,0.209066,0.184891,507.572711,512.075867,5.069087,220.044878,219.605377,0.892417,4.773184,4.853274,0.052829,487.151554,490.835144,3.36648,38.681299,38.979961,0.471548,527.144472,531.724854,5.163979,46.936446,46.150871,4.244211,42.152813,41.250237,3.971171,41.192367,42.156746,4.440969,0.372802,0.567803,0.11815,4.59597,4.673921,0.050885,43.164186,42.229679,4.441641,42.20374,43.136181,4.949058,3.610273,3.609885,0.000507,5.175355,5.159907,0.010741,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.153804,563.14978,0.00305,0.003048,0.00318,0.000418,250.582015,276.345032,19.133636,1.339437,1.33758,0.001092
TESTANMA_7485.LAB,6/3/2020,19:23.6,467.539396,471.957916,4.042037,36.564374,37.441067,0.613396,39.326681,40.8302,1.268992,0.470441,0.544661,0.124802,0.087634,0.129845,0.105662,-2.25321,-0.558783,1.951044,-0.642831,0.69017,3.981549,3.643839,3.688484,0.030147,1.239614,1.186161,0.371292,4.508887,4.62049,0.075797,4.672071,4.700682,0.054522,209.697136,211.257111,1.178056,0.020763,0.020799,0.000351,-0.916601,-0.128965,0.850819,21.276498,23.252972,1.732202,4.146044,3.947986,0.263674,4.787094,4.602397,0.2605,4.190682,2.581685,1.540464,0.581585,-0.300262,0.783951,0.819461,1.254845,0.352125,0.969116,1.027547,2.222958,2.4597,0.095231,3.006386,0.018435,0.030595,0.013538,-0.704189,0.113033,0.638754,0.003665,-0.049512,0.162451,-1.289244,-0.362295,0.544049,190.638992,190.563034,0.044064,0.973978,0.962704,0.00654,36.564374,37.441067,0.613396,209.697136,211.257111,1.178056,4.787094,4.602397,0.2605,0.087634,0.129845,0.105662,505.072887,510.426575,5.845444,217.626613,219.347855,1.254178,4.74255,4.832909,0.072922,485.219313,490.032776,4.215421,37.947074,38.875042,0.640879,524.171668,529.974365,6.061318,42.384122,45.998875,4.389919,37.118319,40.936241,4.274844,35.95515,41.536766,5.143109,0.470441,0.544661,0.124802,4.569742,4.654637,0.069446,37.606739,42.059437,4.634472,36.44357,42.659962,5.546187,3.610123,3.609902,0.000515,5.153048,5.157358,0.010504,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.148025,563.149048,0.002913,0.002918,0.003042,0.000349,253.460239,271.793243,21.705351,1.338357,1.33777,0.001136
TESTANMA_7486.LAB,6/3/2020,19:23.8,469.213169,471.447662,4.229263,36.915805,37.350758,0.658541,33.720466,39.168617,3.230699,0.666879,0.550667,0.130921,0.011363,0.13585,0.095475,-0.05621,-0.226616,1.842934,-0.038643,1.682818,2.579528,3.615455,3.667894,0.038579,1.241567,1.072156,0.156804,4.540403,4.591342,0.072173,4.690412,4.683085,0.033199,210.702322,211.1604,1.204909,0.020257,0.020808,0.000331,0.158999,0.049493,0.783271,21.100246,23.068228,1.933596,3.792663,4.000118,0.169994,4.462947,4.635478,0.219362,5.150879,3.204374,1.861314,1.477157,0.112567,1.082034,0.609469,1.139124,0.458548,3.905993,2.339751,1.212527,0.084257,0.81112,2.274861,0.013505,0.027176,0.015546,-0.008129,0.166881,0.608234,0.138255,0.018914,0.152955,-0.013936,-0.285954,0.564592,190.638992,190.583374,0.051964,0.973978,0.965724,0.007713,36.915805,37.350758,0.658541,210.702322,211.1604,1.204909,4.462947,4.635478,0.219362,0.011363,0.13585,0.095475,510.034968,511.138184,5.447454,218.605924,219.200684,1.297494,4.773261,4.803675,0.057161,486.813704,489.398621,4.456138,38.300544,38.773048,0.692238,529.166758,530.600342,5.704119,45.470822,46.941448,3.371019,40.561581,41.842419,3.356603,37.607266,41.617287,5.06082,0.666879,0.550667,0.130921,4.600686,4.627473,0.054337,42.092603,43.052158,3.764233,39.138288,42.827023,5.39259,3.609938,3.609806,0.000434,5.159244,5.157662,0.010539,90.386093,90.386093,0,6.202263,6.202263,0,-3.830769,-3.830769,0,0,0,0,563.149902,563.149048,0.002921,0.002373,0.002789,0.000254,295.506653,277.822937,23.577623,1.34155,1.33858,0.002006
